id,activity,speaker,segment_num,words_sum,num_utt_sum,mlu_w,language,speech
20034,conv,ADULTS,2,29,6,4.833333333333333,english,all
20034,conv,CHI,2,14,7,2,english,all
20034,ods,ADULTS,2,135,28,4.821428571428571,english,all
20034,ods,CHI,2,40,19,2.1052631578947367,english,all
20034,routines,ADULTS,2,77,25,3.08,english,all
20034,routines,CHI,2,10,7,1.4285714285714286,english,all
20034,food,ADULTS,3,319,61,5.229508196721311,english,all
20034,food,CHI,3,58,29,2,english,all
20034,ods,ADULTS,3,148,29,5.103448275862069,english,all
20034,ods,CHI,3,60,31,1.935483870967742,english,all
20034,ac,ADULTS,4,112,21,5.333333333333333,english,all
20034,ac,CHI,4,33,21,1.5714285714285714,english,all
20034,food,ADULTS,4,285,51,5.588235294117647,english,all
20034,food,CHI,4,66,45,1.4666666666666666,english,all
20034,ods,ADULTS,4,133,26,5.115384615384615,english,all
20034,ods,CHI,4,33,19,1.736842105263158,english,all
20034,ods,ADULTS,6,160,30,5.333333333333333,english,all
20034,ods,CHI,6,49,21,2.3333333333333335,english,all
20034,routines,ADULTS,6,377,87,4.333333333333333,english,all
20034,routines,CHI,6,109,64,1.703125,english,all
20034,ods,ADULTS,7,177,37,4.783783783783784,english,all
20034,ods,CHI,7,12,8,1.5,english,all
20034,play,ADULTS,7,305,74,4.121621621621622,english,all
20034,play,CHI,7,58,41,1.4146341463414633,english,all
20041,ac,ADULTS,14,196,52,3.769230769230769,english,all
20041,ac,CHI,14,55,29,1.896551724137931,english,all
20041,conv,ADULTS,14,209,40,5.225,english,all
20041,conv,CHI,14,29,17,1.7058823529411764,english,all
20041,ods,CHI,14,9,4,2.25,english,all
20041,play,ADULTS,14,63,20,3.15,english,all
20041,play,CHI,14,11,4,2.75,english,all
20041,ods,ADULTS,17,207,47,4.404255319148936,english,all
20041,ods,CHI,17,27,20,1.35,english,all
20041,play,ADULTS,17,314,79,3.9746835443037973,english,all
20041,play,CHI,17,39,28,1.3928571428571428,english,all
20041,conv,ADULTS,20,133,32,4.15625,english,all
20041,conv,CHI,20,47,26,1.8076923076923077,english,all
20041,ods,ADULTS,20,58,17,3.411764705882353,english,all
20041,ods,CHI,20,31,17,1.8235294117647058,english,all
20041,play,ADULTS,20,362,78,4.641025641025641,english,all
20041,play,CHI,20,77,56,1.375,english,all
20041,ac,ADULTS,21,41,10,4.1,english,all
20041,ac,CHI,21,1,1,1,english,all
20041,ods,ADULTS,21,45,10,4.5,english,all
20041,ods,CHI,21,30,16,1.875,english,all
20041,play,ADULTS,21,306,59,5.186440677966102,english,all
20041,play,CHI,21,39,24,1.625,english,all
20041,routines,ADULTS,21,104,23,4.521739130434782,english,all
20041,routines,CHI,21,30,17,1.7647058823529411,english,all
20041,food,ADULTS,4,199,44,4.5227272727272725,english,all
20041,food,CHI,4,25,15,1.6666666666666667,english,all
