"","activity","id","rectime","segment_num","language","dur_min","Dur10minval","AWCval","Time","Date","dur_10min","tcds_min"
"282","routines","20132",41853,4,"english",1.56231666666667,600,438,21.3,"2011.08.28",10,6.68358333333333
"283","food","20132",41853,4,"english",2.35365,600,438,21.3,"2011.08.28",10,6.68358333333333
"284","conv","20132",41853,4,"english",0.577783333333333,600,438,21.3,"2011.08.28",10,6.68358333333333
"285","books","20132",41853,4,"english",2.18983333333333,600,438,21.3,"2011.08.28",10,6.68358333333333
"286","food","20132",38853,7,"english",1.7585,600,360,20.4,"2011.08.28",10,7.18665
"287","ac","20132",38853,7,"english",0.467816666666667,600,360,20.4,"2011.08.28",10,7.18665
"288","play","20132",38853,7,"english",4.96033333333333,600,360,20.4,"2011.08.28",10,7.18665
"289","conv","20132",37353,8,"english",2.3151,600,346,20.15,"2011.08.28",10,4.24916666666667
"290","ac","20132",37353,8,"english",0.415366666666667,600,346,20.15,"2011.08.28",10,4.24916666666667
"291","play","20132",37353,8,"english",1.5187,600,346,20.15,"2011.08.28",10,4.24916666666667
"292","conv","20132",39453,5,"english",3.78851666666667,600,406,20.5,"2011.08.28",10,7.42028333333334
"293","ac","20132",39453,5,"english",0.04845,600,406,20.5,"2011.08.28",10,7.42028333333334
"294","food","20132",39453,5,"english",3.58331666666667,600,406,20.5,"2011.08.28",10,7.42028333333334
"295","play","20136",35618,11,"english",6.11803333333333,600,484,16.5,"2012.03.01",10,7.52261666666666
"296","conv","20136",35618,11,"english",1.10363333333333,600,484,16.5,"2012.03.01",10,7.52261666666666
"297","ac","20136",35618,11,"english",0.30095,600,484,16.5,"2012.03.01",10,7.52261666666666
"298","ac","20136",36818,16,"english",0.649016666666667,600,385,17.1,"2012.03.01",10,7.34806666666667
"299","play","20136",36818,16,"english",6.69905,600,385,17.1,"2012.03.01",10,7.34806666666667
"300","play","20136",29940,3,"english",9.34593333333333,600,964,18.5,"2012.02.28",10,9.34593333333333
"301","play","20136",40417,5,"english",5.86098333333333,455,581,10.35,"2012.03.02",7.58333333333333,5.86098333333333
"302","ac","20136",27540,4,"english",1.94506666666667,600,733,18.1,"2012.02.28",10,4.64685
"303","play","20136",27540,4,"english",2.70178333333333,600,733,18.1,"2012.02.28",10,4.64685
"304","play","20136",3287,14,"english",2.9882,600,409,9.2,"2012.02.27",10,9.17986666666667
"305","ac","20136",3287,14,"english",6.19166666666667,600,409,9.2,"2012.02.27",10,9.17986666666667
"306","play","20149",23973,1,"english",5.24941666666667,600,862,17.1,"2012.05.07",10,7.57231666666667
"307","conv","20149",23973,1,"english",2.3229,600,862,17.1,"2012.05.07",10,7.57231666666667
"308","conv","20149",23373,2,"english",1.9392,600,768,17,"2012.05.07",10,8.67571666666667
"309","routines","20149",23373,2,"english",2.68661666666667,600,768,17,"2012.05.07",10,8.67571666666667
"310","ac","20149",23373,2,"english",0.38305,600,768,17,"2012.05.07",10,8.67571666666667
"311","play","20149",23373,2,"english",3.66685,600,768,17,"2012.05.07",10,8.67571666666667
"312","conv","20149",24873,3,"english",2.2717,600,702,17.25,"2012.05.07",10,7.18021666666667
"313","play","20149",24873,3,"english",4.80401666666667,600,702,17.25,"2012.05.07",10,7.18021666666667
"314","ac","20149",24873,3,"english",0.1045,600,702,17.25,"2012.05.07",10,7.18021666666667
"315","conv","20149",1221,4,"english",9.962,600,599,12.05,"2012.05.06",10,9.962
"316","conv","20149",14421,5,"english",5.03033333333333,600,548,15.45,"2012.05.06",10,9.57248333333333
"317","routines","20149",14421,5,"english",2.39625,600,548,15.45,"2012.05.06",10,9.57248333333333
"318","play","20149",14421,5,"english",2.1459,600,548,15.45,"2012.05.06",10,9.57248333333333
"319","play","20149",28473,6,"english",8.79966666666667,540,542,18.25,"2012.05.07",9,8.79966666666667
"320","play","20157",5429,15,"english",3.14383333333333,600,234,10.25,"2012.11.12",10,5.22861666666666
"321","ac","20157",5429,15,"english",0.86365,600,234,10.25,"2012.11.12",10,5.22861666666666
"322","routines","20157",5429,15,"english",0.929583333333333,600,234,10.25,"2012.11.12",10,5.22861666666666
"323","conv","20157",5429,15,"english",0.29155,600,234,10.25,"2012.11.12",10,5.22861666666666
"324","ac","20157",1482,20,"english",9.17591666666667,600,201,14,"2012.11.09",10,9.17591666666667
"325","routines","20157",5,27,"english",0.3903,577,159,13.35,"2012.11.09",9.61666666666667,7.87213333333333
"326","conv","20157",5,27,"english",0.486733333333333,577,159,13.35,"2012.11.09",9.61666666666667,7.87213333333333
"327","ac","20157",5,27,"english",6.9951,577,159,13.35,"2012.11.09",9.61666666666667,7.87213333333333
"328","ac","20157",582,33,"english",3.17526666666667,600,111,13.45,"2012.11.09",10,6.89306666666667
"329","routines","20157",582,33,"english",3.7178,600,111,13.45,"2012.11.09",10,6.89306666666667
"330","ac","20157",8129,37,"english",2.03128333333333,600,83,11.1,"2012.11.12",10,2.03128333333333
"331","ac","20157",27672,38,"english",3.71968333333333,600,83,17.35,"2012.11.12",10,3.71968333333333
"332","books","20161",4729,2,"english",6.19533333333333,600,884,9.25,"2012.11.16",10,9.60041666666666
"333","conv","20161",4729,2,"english",3.40508333333333,600,884,9.25,"2012.11.16",10,9.60041666666666
"334","food","20161",1729,3,"english",4.8888,600,697,8.35,"2012.11.16",10,7.06171666666666
"335","conv","20161",1729,3,"english",0.492033333333333,600,697,8.35,"2012.11.16",10,7.06171666666666
"336","play","20161",1729,3,"english",1.68088333333333,600,697,8.35,"2012.11.16",10,7.06171666666666
"337","conv","20161",6229,4,"english",7.47931666666667,600,476,9.5,"2012.11.16",10,9.44833333333334
"338","food","20161",6229,4,"english",1.96901666666667,600,476,9.5,"2012.11.16",10,9.44833333333334
"339","conv","20161",4129,5,"english",6.42871666666667,600,459,9.15,"2012.11.16",10,8.63026666666667
"340","ac","20161",4129,5,"english",0.77635,600,459,9.15,"2012.11.16",10,8.63026666666667
"341","books","20161",4129,5,"english",1.4252,600,459,9.15,"2012.11.16",10,8.63026666666667
"342","ac","20161",1129,6,"english",1.37975,600,445,8.25,"2012.11.16",10,5.68266666666667
"343","food","20161",1129,6,"english",4.30291666666667,600,445,8.25,"2012.11.16",10,5.68266666666667
"344","ac","20161",10429,7,"english",2.89515,600,394,11,"2012.11.16",10,4.39843333333333
"345","routines","20161",10429,7,"english",0.7263,600,394,11,"2012.11.16",10,4.39843333333333
"346","conv","20161",10429,7,"english",0.776983333333333,600,394,11,"2012.11.16",10,4.39843333333333
"347","routines","20166",9731,11,"english",8.38985,600,272,9.5,"2012.11.13",10,8.433
"348","ac","20166",9731,11,"english",0.04315,600,272,9.5,"2012.11.13",10,8.433
"349","ac","20166",10631,13,"english",0.641283333333333,600,259,10.05,"2012.11.13",10,2.572
"350","routines","20166",10631,13,"english",1.13685,600,259,10.05,"2012.11.13",10,2.572
"351","conv","20166",10631,13,"english",0.793866666666667,600,259,10.05,"2012.11.13",10,2.572
"352","play","20166",11831,3,"english",3.93641666666667,600,682,10.25,"2012.11.13",10,4.04733333333334
"353","ac","20166",11831,3,"english",0.110916666666667,600,682,10.25,"2012.11.13",10,4.04733333333334
"354","ac","20166",13931,7,"english",0.21375,600,433,11,"2012.11.13",10,3.31456666666667
"355","conv","20166",13931,7,"english",3.10081666666667,600,433,11,"2012.11.13",10,3.31456666666667
"356","conv","20166",24550,8,"english",4.49905,600,358,18.05,"2012.11.13",10,4.49905
"357","ac","20166",2231,9,"english",0.72445,600,338,7.45,"2012.11.13",10,5.72018333333333
"358","play","20166",2231,9,"english",1.0655,600,338,7.45,"2012.11.13",10,5.72018333333333
"359","conv","20166",2231,9,"english",2.7962,600,338,7.45,"2012.11.13",10,5.72018333333333
"360","routines","20166",2231,9,"english",1.13403333333333,600,338,7.45,"2012.11.13",10,5.72018333333333
"361","routines","20167",19493,10,"english",2.81815,600,330,13.1,"2012.11.14",10,9.36188333333333
"362","food","20167",19493,10,"english",6.54373333333333,600,330,13.1,"2012.11.14",10,9.36188333333333
"363","food","20167",11610,12,"english",2.04265,600,295,10.55,"2012.11.14",10,5.90471666666667
"364","ac","20167",11610,12,"english",0.65945,600,295,10.55,"2012.11.14",10,5.90471666666667
"365","routines","20167",11610,12,"english",1.28005,600,295,10.55,"2012.11.14",10,5.90471666666667
"366","conv","20167",11610,12,"english",1.92256666666667,600,295,10.55,"2012.11.14",10,5.90471666666667
"367","conv","20167",18593,19,"english",2.58256666666667,600,241,12.55,"2012.11.14",10,7.28991666666667
"368","ac","20167",18593,19,"english",3.49393333333333,600,241,12.55,"2012.11.14",10,7.28991666666667
"369","food","20167",18593,19,"english",1.21341666666667,600,241,12.55,"2012.11.14",10,7.28991666666667
"370","ac","20167",21893,20,"english",6.49791666666667,600,181,13.5,"2012.11.14",10,6.49791666666667
"371","conv","20167",4658,5,"english",9.24231666666667,600,533,19.2,"2012.11.13",10,9.24231666666667
"372","conv","20167",5558,8,"english",4.69833333333333,600,498,19.35,"2012.11.13",10,6.22633333333333
"373","play","20167",5558,8,"english",1.50166666666667,600,498,19.35,"2012.11.13",10,6.22633333333333
"374","ac","20167",5558,8,"english",0.0263333333333333,600,498,19.35,"2012.11.13",10,6.22633333333333
"375","conv","20169",4810,10,"english",4.58858333333333,600,377,8.5,"2012.11.14",10,9.40385
"376","ac","20169",4810,10,"english",4.81526666666667,600,377,8.5,"2012.11.14",10,9.40385
"377","routines","20169",14696,3,"english",1.50536666666667,454,573,11.4,"2012.11.14",7.56666666666667,7.0179
"378","ac","20169",14696,3,"english",2.1326,454,573,11.4,"2012.11.14",7.56666666666667,7.0179
"379","books","20169",14696,3,"english",3.37993333333333,454,573,11.4,"2012.11.14",7.56666666666667,7.0179
"380","routines","20169",310,5,"english",3.11071666666667,600,451,7.35,"2012.11.14",10,8.68415
"381","conv","20169",310,5,"english",1.4061,600,451,7.35,"2012.11.14",10,8.68415
"382","ac","20169",310,5,"english",4.16733333333333,600,451,7.35,"2012.11.14",10,8.68415
"383","food","20169",40350,7,"english",4.93803333333333,600,421,18.5,"2012.11.14",10,6.12126666666666
"384","conv","20169",40350,7,"english",1.18323333333333,600,421,18.5,"2012.11.14",10,6.12126666666666
"385","ac","20169",13210,8,"english",1.58511666666667,600,420,11.1,"2012.11.14",10,9.06606666666667
"386","play","20169",13210,8,"english",7.48095,600,420,11.1,"2012.11.14",10,9.06606666666667
"387","conv","20169",4210,9,"english",1.74418333333333,600,385,8.4,"2012.11.14",10,9.57791666666666
"388","ac","20169",4210,9,"english",7.83373333333333,600,385,8.4,"2012.11.14",10,9.57791666666666
"389","play","20176",9027,18,"english",2.32605,600,526,11,"2012.11.13",10,4.07465
"390","ac","20176",9027,18,"english",0.69075,600,526,11,"2012.11.13",10,4.07465
"391","conv","20176",9027,18,"english",1.05785,600,526,11,"2012.11.13",10,4.07465
"392","ac","20176",13227,26,"english",8.01966666666667,600,386,12.1,"2012.11.13",10,8.01966666666667
"393","ac","20176",33027,29,"english",0.458983333333333,600,365,17.4,"2012.11.13",10,6.01103333333333
"394","routines","20176",33027,29,"english",2.71241666666667,600,365,17.4,"2012.11.13",10,6.01103333333333
"395","conv","20176",33027,29,"english",1.70063333333333,600,365,17.4,"2012.11.13",10,6.01103333333333
"396","play","20176",33027,29,"english",1.139,600,365,17.4,"2012.11.13",10,6.01103333333333
"397","ac","20176",22227,30,"english",7.57268333333333,600,354,14.4,"2012.11.13",10,7.57268333333333
"398","ac","20176",11127,31,"english",4.11711666666667,600,352,11.35,"2012.11.13",10,4.11711666666667
"399","food","20176",15627,33,"english",5.62403333333333,600,324,12.5,"2012.11.13",10,9.72341666666666
"400","routines","20176",15627,33,"english",3.4699,600,324,12.5,"2012.11.13",10,9.72341666666666
"401","ac","20176",15627,33,"english",0.629483333333333,600,324,12.5,"2012.11.13",10,9.72341666666666
"402","routines","20177",11474,1,"english",0.20715,600,1097,19.05,"2012.11.11",10,8.08646666666667
"403","books","20177",11474,1,"english",7.87931666666667,600,1097,19.05,"2012.11.11",10,8.08646666666667
"404","books","20177",12074,2,"english",6.71158333333333,600,582,19.15,"2012.11.11",10,9.14018333333333
"405","play","20177",12074,2,"english",2.4286,600,582,19.15,"2012.11.11",10,9.14018333333333
"406","ac","20177",6674,3,"english",0.9905,600,494,17.45,"2012.11.11",10,5.31516666666667
"407","conv","20177",6674,3,"english",1.45,600,494,17.45,"2012.11.11",10,5.31516666666667
"408","routines","20177",6674,3,"english",2.87466666666667,600,494,17.45,"2012.11.11",10,5.31516666666667
"409","ac","20177",25137,4,"english",4.70166666666667,600,295,19.35,"2012.11.12",10,6.5329
"410","conv","20177",25137,4,"english",1.83123333333333,600,295,19.35,"2012.11.12",10,6.5329
"411","play","20177",29337,6,"english",1.96845,600,277,20.45,"2012.11.12",10,6.44578333333333
"412","books","20177",29337,6,"english",2.09516666666667,600,277,20.45,"2012.11.12",10,6.44578333333333
"413","conv","20177",29337,6,"english",1.08233333333333,600,277,20.45,"2012.11.12",10,6.44578333333333
"414","ac","20177",29337,6,"english",1.29983333333333,600,277,20.45,"2012.11.12",10,6.44578333333333
"415","ac","20177",4874,7,"english",2.59683333333333,600,263,17.15,"2012.11.11",10,4.83508333333333
"416","conv","20177",4874,7,"english",2.23825,600,263,17.15,"2012.11.11",10,4.83508333333333
"417","ac","20190",15561,1,"english",1.9282,600,256,17.15,"2013.02.25",10,8.41673333333333
"418","play","20190",15561,1,"english",2.37778333333333,600,256,17.15,"2013.02.25",10,8.41673333333333
"419","books","20190",15561,1,"english",0.99345,600,256,17.15,"2013.02.25",10,8.41673333333333
"420","conv","20190",15561,1,"english",3.1173,600,256,17.15,"2013.02.25",10,8.41673333333333
"421","ac","20190",12861,2,"english",1.90708333333333,600,165,16.3,"2013.02.25",10,7.63313333333333
"422","food","20190",12861,2,"english",2.6938,600,165,16.3,"2013.02.25",10,7.63313333333333
"423","conv","20190",12861,2,"english",3.03225,600,165,16.3,"2013.02.25",10,7.63313333333333
"424","play","20190",14061,3,"english",3.81411666666667,600,126,16.5,"2013.02.25",10,8.57101666666667
"425","conv","20190",14061,3,"english",3.88978333333333,600,126,16.5,"2013.02.25",10,8.57101666666667
"426","ac","20190",14061,3,"english",0.867116666666667,600,126,16.5,"2013.02.25",10,8.57101666666667
"427","ac","20190",5162,4,"english",2.44626666666667,508,125,11.35,"2013.02.25",8.46666666666667,6.52283333333333
"428","books","20190",5162,4,"english",3.99168333333333,508,125,11.35,"2013.02.25",8.46666666666667,6.52283333333333
"429","conv","20190",5162,4,"english",0.0848833333333333,508,125,11.35,"2013.02.25",8.46666666666667,6.52283333333333
"430","play","20190",26832,5,"english",0.63735,600,122,8.4,"2013.03.04",10,9.44845
"431","books","20190",26832,5,"english",7.24383333333333,600,122,8.4,"2013.03.04",10,9.44845
"432","conv","20190",26832,5,"english",1.56726666666667,600,122,8.4,"2013.03.04",10,9.44845
"433","ac","20190",23520,6,"english",2.2759,600,114,17.55,"2013.02.27",10,3.19103333333333
"434","play","20190",23520,6,"english",0.915133333333333,600,114,17.55,"2013.02.27",10,3.19103333333333
"435","ac","20191",13376,1,"english",1.6209,600,308,17.25,"2012.11.13",10,7.51576666666667
"436","conv","20191",13376,1,"english",1.66585,600,308,17.25,"2012.11.13",10,7.51576666666667
"437","books","20191",13376,1,"english",4.22901666666667,600,308,17.25,"2012.11.13",10,7.51576666666667
"438","conv","20191",24276,2,"english",2.21453333333333,600,213,15.55,"2012.11.14",10,3.72576666666666
"439","play","20191",24276,2,"english",1.51123333333333,600,213,15.55,"2012.11.14",10,3.72576666666666
"440","ac","20191",14276,4,"english",0.08125,600,123,17.4,"2012.11.13",10,2.16935
"441","books","20191",14276,4,"english",1.56821666666667,600,123,17.4,"2012.11.13",10,2.16935
"442","conv","20191",14276,4,"english",0.519883333333333,600,123,17.4,"2012.11.13",10,2.16935
"443","conv","20191",10676,5,"english",0.4013,600,57,16.4,"2012.11.13",10,1.65851666666667
"444","play","20191",10676,5,"english",1.16746666666667,600,57,16.4,"2012.11.13",10,1.65851666666667
"445","ac","20191",10676,5,"english",0.08975,600,57,16.4,"2012.11.13",10,1.65851666666667
"446","play","20191",11576,7,"english",0.551233333333333,600,36,16.55,"2012.11.13",10,2.04331666666667
"447","ac","20191",11576,7,"english",0.418516666666667,600,36,16.55,"2012.11.13",10,2.04331666666667
"448","conv","20191",11576,7,"english",1.07356666666667,600,36,16.55,"2012.11.13",10,2.04331666666667
"449","ac","20191",26376,8,"english",0.03205,600,31,16.3,"2012.11.14",10,0.173333333333334
"450","play","20191",26376,8,"english",0.0402666666666667,600,31,16.3,"2012.11.14",10,0.173333333333334
"451","conv","20191",26376,8,"english",0.101016666666667,600,31,16.3,"2012.11.14",10,0.173333333333334
"452","books","20192",24018,1,"english",5.48616666666667,600,456,20.05,"2012.11.12",10,5.6006
"453","conv","20192",24018,1,"english",0.114433333333333,600,456,20.05,"2012.11.12",10,5.6006
"454","play","20192",9234,20,"english",5.1918,600,174,15.4,"2012.11.11",10,6.17508333333333
"455","conv","20192",9234,20,"english",0.983283333333333,600,174,15.4,"2012.11.11",10,6.17508333333333
"456","ac","20192",30438,23,"english",0.754016666666667,600,167,10.15,"2012.11.13",10,2.89786666666667
"457","conv","20192",30438,23,"english",2.14385,600,167,10.15,"2012.11.13",10,2.89786666666667
"458","routines","20192",682,24,"english",0.2228,600,161,7.4,"2012.11.11",10,1.80768333333333
"459","food","20192",682,24,"english",1.485,600,161,7.4,"2012.11.11",10,1.80768333333333
"460","ac","20192",682,24,"english",0.0998833333333333,600,161,7.4,"2012.11.11",10,1.80768333333333
"461","play","20192",8634,26,"english",8.19986666666667,600,158,15.3,"2012.11.11",10,8.20671666666667
"462","ac","20192",8634,26,"english",0.00685,600,158,15.3,"2012.11.11",10,8.20671666666667
"463","food","20192",38390,4,"english",1.06046666666667,600,387,19.15,"2012.11.13",10,4.80863333333334
"464","books","20192",38390,4,"english",3.45626666666667,600,387,19.15,"2012.11.13",10,4.80863333333334
"465","conv","20192",38390,4,"english",0.2919,600,387,19.15,"2012.11.13",10,4.80863333333334
"466","conv","20200",26030,1,"english",1.73026666666667,600,1180,11.5,"2013.06.10",10,9.33586666666667
"467","books","20200",26030,1,"english",7.6056,600,1180,11.5,"2013.06.10",10,9.33586666666667
"468","books","20200",6959,2,"english",7.77916666666667,600,950,17.05,"2013.06.08",10,9.74898333333334
"469","play","20200",6959,2,"english",1.96981666666667,600,950,17.05,"2013.06.08",10,9.74898333333334
"470","ac","20200",9059,3,"english",0.54265,600,746,17.4,"2013.06.08",10,8.1601
"471","conv","20200",9059,3,"english",5.80025,600,746,17.4,"2013.06.08",10,8.1601
"472","play","20200",9059,3,"english",1.8172,600,746,17.4,"2013.06.08",10,8.1601
"473","play","20200",7559,4,"english",9.54333333333333,600,631,17.15,"2013.06.08",10,9.54333333333333
"474","conv","20200",10259,5,"english",3.90625,600,615,18,"2013.06.08",10,7.07511666666667
"475","ac","20200",10259,5,"english",3.16886666666667,600,615,18,"2013.06.08",10,7.07511666666667
"476","conv","20200",21530,6,"english",0.768166666666667,600,585,10.35,"2013.06.10",10,5.96076666666667
"477","play","20200",21530,6,"english",5.1926,600,585,10.35,"2013.06.10",10,5.96076666666667
"478","ac","20203",36050,10,"english",3.22266666666667,600,239,16.25,"2013.02.08",10,7.06733333333334
"479","conv","20203",36050,10,"english",3.43066666666667,600,239,16.25,"2013.02.08",10,7.06733333333334
"480","routines","20203",36050,10,"english",0.414,600,239,16.25,"2013.02.08",10,7.06733333333334
"481","routines","20203",6950,2,"english",0.455,600,628,8.2,"2013.02.08",10,7.89158333333333
"482","ac","20203",6950,2,"english",0.0722833333333333,600,628,8.2,"2013.02.08",10,7.89158333333333
"483","play","20203",6950,2,"english",5.82653333333333,600,628,8.2,"2013.02.08",10,7.89158333333333
"484","food","20203",6950,2,"english",1.53776666666667,600,628,8.2,"2013.02.08",10,7.89158333333333
"485","ac","20203",18950,3,"english",0.520866666666667,600,477,11.4,"2013.02.08",10,2.4982
"486","conv","20203",18950,3,"english",1.97733333333333,600,477,11.4,"2013.02.08",10,2.4982
"487","food","20203",46250,7,"english",2.85383333333333,600,292,19.15,"2013.02.08",10,3.10183333333333
"488","ac","20203",46250,7,"english",0.248,600,292,19.15,"2013.02.08",10,3.10183333333333
"489","ac","20203",38750,8,"english",6.20505,600,287,17.1,"2013.02.08",10,6.20505
"490","ac","20203",17150,9,"english",3.13813333333333,600,253,11.1,"2013.02.08",10,6.22308333333333
"491","routines","20203",17150,9,"english",3.08495,600,253,11.1,"2013.02.08",10,6.22308333333333
"492","ac","20204",13996,11,"english",0.563916666666667,600,479,10,"2013.03.29",10,8.68678333333334
"493","play","20204",13996,11,"english",8.12286666666667,600,479,10,"2013.03.29",10,8.68678333333334
"494","play","20204",12796,13,"english",2.66246666666667,600,444,9.4,"2013.03.29",10,8.10603333333334
"495","ac","20204",12796,13,"english",5.44356666666667,600,444,9.4,"2013.03.29",10,8.10603333333334
"496","ac","20204",16783,17,"english",0.0496833333333333,600,343,6.3,"2013.04.04",10,3.99371666666666
"497","conv","20204",16783,17,"english",3.94403333333333,600,343,6.3,"2013.04.04",10,3.99371666666666
"498","ac","20204",13396,18,"english",9.01321666666667,600,338,9.5,"2013.03.29",10,9.01321666666667
"499","play","20204",20083,20,"english",1.04866666666667,600,313,7.25,"2013.04.04",10,3.15615
"500","food","20204",20083,20,"english",2.10748333333333,600,313,7.25,"2013.04.04",10,3.15615
"501","conv","20204",10696,7,"english",2.66388333333333,600,518,9.05,"2013.03.29",10,5.21605
"502","books","20204",10696,7,"english",2.08916666666667,600,518,9.05,"2013.03.29",10,5.21605
"503","ac","20204",10696,7,"english",0.463,600,518,9.05,"2013.03.29",10,5.21605
"504","food","20224",18841,2,"english",9.89573333333333,600,704,12.25,"2013.02.24",10,9.89573333333333
"505","ac","20224",7441,3,"english",3.26548333333333,600,653,9.15,"2013.02.24",10,7.35156666666666
"506","play","20224",7441,3,"english",4.08608333333333,600,653,9.15,"2013.02.24",10,7.35156666666666
"507","conv","20224",3841,4,"english",6.5377,600,648,8.15,"2013.02.24",10,9.2534
"508","ac","20224",3841,4,"english",0.164133333333333,600,648,8.15,"2013.02.24",10,9.2534
"509","food","20224",3841,4,"english",2.55156666666667,600,648,8.15,"2013.02.24",10,9.2534
"510","play","20224",8341,5,"english",5.66485,600,557,9.3,"2013.02.24",10,9.02678333333333
"511","conv","20224",8341,5,"english",3.36193333333333,600,557,9.3,"2013.02.24",10,9.02678333333333
"512","conv","20224",15241,6,"english",9.94826666666667,600,553,11.25,"2013.02.24",10,9.94826666666667
"513","conv","20224",40141,7,"english",4.46953333333333,600,532,18.2,"2013.02.24",10,7.00391666666667
"514","play","20224",40141,7,"english",1.46486666666667,600,532,18.2,"2013.02.24",10,7.00391666666667
"515","ac","20224",40141,7,"english",1.06951666666667,600,532,18.2,"2013.02.24",10,7.00391666666667
"516","ac","20225",1741,10,"english",0.808983333333333,600,221,8.25,"2013.06.07",10,5.12486666666666
"517","conv","20225",1741,10,"english",2.10653333333333,600,221,8.25,"2013.06.07",10,5.12486666666666
"518","routines","20225",1741,10,"english",2.20935,600,221,8.25,"2013.06.07",10,5.12486666666666
"519","ac","20225",5341,11,"english",3.67866666666667,600,221,9.25,"2013.06.07",10,4.22373333333334
"520","conv","20225",5341,11,"english",0.545066666666667,600,221,9.25,"2013.06.07",10,4.22373333333334
"521","conv","20225",15241,1,"english",1.3758,600,416,12.1,"2013.06.07",10,3.88725
"522","food","20225",15241,1,"english",1.40231666666667,600,416,12.1,"2013.06.07",10,3.88725
"523","ac","20225",15241,1,"english",1.10913333333333,600,416,12.1,"2013.06.07",10,3.88725
"524","food","20225",32341,2,"english",1.25985,600,373,16.55,"2013.06.07",10,2.87543333333333
"525","ac","20225",32341,2,"english",1.61558333333333,600,373,16.55,"2013.06.07",10,2.87543333333333
"526","ac","20225",6841,3,"english",0.49575,600,308,9.5,"2013.06.07",10,3.51788333333333
"527","conv","20225",6841,3,"english",2.46463333333333,600,308,9.5,"2013.06.07",10,3.51788333333333
"528","food","20225",6841,3,"english",0.5575,600,308,9.5,"2013.06.07",10,3.51788333333333
"529","ac","20225",29941,9,"english",1.87993333333333,600,231,16.15,"2013.06.07",10,3.8646
"530","food","20225",29941,9,"english",0.621,600,231,16.15,"2013.06.07",10,3.8646
"531","conv","20225",29941,9,"english",1.36366666666667,600,231,16.15,"2013.06.07",10,3.8646
"532","books","20227",6645,2,"english",2.5624,600,623,13.5,"2013.06.02",10,4.91618333333333
"533","food","20227",6645,2,"english",2.35378333333333,600,623,13.5,"2013.06.02",10,4.91618333333333
"534","food","20227",10711,9,"english",1.31455,600,307,17.55,"2013.06.02",10,2.35221666666667
"535","ac","20227",10711,9,"english",1.03766666666667,600,307,17.55,"2013.06.02",10,2.35221666666667
"536","routines","20227",8725,7,"english",0.0445333333333333,486,378,17.2,"2013.06.02",8.1,4.0861
"537","conv","20227",8725,7,"english",0.968383333333333,486,378,17.2,"2013.06.02",8.1,4.0861
"538","books","20227",8725,7,"english",1.12878333333333,486,378,17.2,"2013.06.02",8.1,4.0861
"539","food","20227",8725,7,"english",1.92065,486,378,17.2,"2013.06.02",8.1,4.0861
"540","ac","20227",8725,7,"english",0.02375,486,378,17.2,"2013.06.02",8.1,4.0861
"541","food","20227",17060,8,"english",1.65185,600,309,8.25,"2013.06.03",10,8.72386666666667
"542","ac","20227",17060,8,"english",0.31795,600,309,8.25,"2013.06.03",10,8.72386666666667
"543","conv","20227",17060,8,"english",6.75406666666667,600,309,8.25,"2013.06.03",10,8.72386666666667
"544","food","20227",1515,10,"english",0.772433333333333,600,302,8.35,"2013.06.02",10,4.0088
"545","ac","20227",1515,10,"english",2.78006666666667,600,302,8.35,"2013.06.02",10,4.0088
"546","conv","20227",1515,10,"english",0.4563,600,302,8.35,"2013.06.02",10,4.0088
"547","food","20227",16460,11,"english",7.05791666666667,600,294,8.15,"2013.06.03",10,7.1597
"548","ac","20227",16460,11,"english",0.101783333333333,600,294,8.15,"2013.06.03",10,7.1597
"549","play","20233",34502,13,"english",8.31108333333333,600,524,18.3,"2013.06.05",10,8.31108333333333
"550","ac","20233",33302,15,"english",2.00125,600,431,18.1,"2013.06.05",10,4.79458333333333
"551","play","20233",33302,15,"english",2.79333333333333,600,431,18.1,"2013.06.05",10,4.79458333333333
"552","play","20233",27902,16,"english",3.46145,600,419,16.4,"2013.06.05",10,3.7013
"553","ac","20233",27902,16,"english",0.23985,600,419,16.4,"2013.06.05",10,3.7013
"554","ac","20233",36602,17,"english",3.82035,600,365,19.05,"2013.06.05",10,3.82035
"555","ac","20233",32702,22,"english",1.62006666666667,600,224,18,"2013.06.05",10,1.84715
"556","conv","20233",32702,22,"english",0.227083333333333,600,224,18,"2013.06.05",10,1.84715
"557","play","20233",40202,8,"english",5.77905,600,628,20.05,"2013.06.05",10,6.20506666666667
"558","food","20233",40202,8,"english",0.357166666666667,600,628,20.05,"2013.06.05",10,6.20506666666667
"559","ac","20233",40202,8,"english",0.06885,600,628,20.05,"2013.06.05",10,6.20506666666667
"560","conv","20236",27928,2,"english",4.97963333333333,600,578,19.25,"2013.06.10",10,4.98768333333333
"561","ac","20236",27928,2,"english",0.00805,600,578,19.25,"2013.06.10",10,4.98768333333333
"562","food","20236",632,3,"english",9.80591666666667,600,465,9,"2013.06.06",10,9.80591666666667
"563","routines","20236",3332,4,"english",1.41325,600,435,9.45,"2013.06.06",10,8.76311666666667
"564","play","20236",3332,4,"english",7.34986666666667,600,435,9.45,"2013.06.06",10,8.76311666666667
"565","food","20236",9932,6,"english",8.38153333333333,600,368,11.35,"2013.06.06",10,8.38153333333333
"566","ac","20236",29428,7,"english",2.94345,600,366,19.5,"2013.06.10",10,4.93301666666667
