"","activity","id","rectime","segment_num","language","dur_min","Dur10minval","AWCval","Time","Date","dur_10min","tcds_min"
"567","food","20236",29428,7,"english",1.98956666666667,600,366,19.5,"2013.06.10",10,4.93301666666667
"568","conv","20236",30628,8,"english",8.3705,600,339,20.1,"2013.06.10",10,8.3705
"569","play","20242",5097,1,"english",3.00181666666667,600,880,9.5,"2013.05.30",10,8.2737
"570","books","20242",5097,1,"english",5.27188333333333,600,880,9.5,"2013.05.30",10,8.2737
"571","books","20242",5697,3,"english",5.139,600,338,10,"2013.05.30",10,6.05666666666667
"572","conv","20242",5697,3,"english",0.917666666666667,600,338,10,"2013.05.30",10,6.05666666666667
"573","routines","20242",597,4,"english",4.45545,600,251,8.35,"2013.05.30",10,5.14966666666667
"574","conv","20242",597,4,"english",0.694216666666667,600,251,8.35,"2013.05.30",10,5.14966666666667
"575","ac","20242",12065,5,"english",0.143,600,230,14.4,"2013.05.30",10,4.086
"576","conv","20242",12065,5,"english",3.943,600,230,14.4,"2013.05.30",10,4.086
"577","ac","20242",9365,6,"english",1.04966666666667,600,187,13.55,"2013.05.30",10,1.95033333333334
"578","routines","20242",9365,6,"english",0.409666666666667,600,187,13.55,"2013.05.30",10,1.95033333333334
"579","food","20242",9365,6,"english",0.491,600,187,13.55,"2013.05.30",10,1.95033333333334
"580","ac","20242",16265,8,"english",3.71225,600,167,15.5,"2013.05.30",10,3.71225
"581","play","20251",26614,2,"english",1.16133333333333,600,955,16.35,"2013.06.05",10,8.83333333333333
"582","conv","20251",26614,2,"english",0.338333333333333,600,955,16.35,"2013.06.05",10,8.83333333333333
"583","books","20251",26614,2,"english",7.33366666666667,600,955,16.35,"2013.06.05",10,8.83333333333333
"584","books","20251",10665,3,"english",8.41866666666667,600,923,10.1,"2013.06.05",10,9.76411666666667
"585","play","20251",10665,3,"english",1.34545,600,923,10.1,"2013.06.05",10,9.76411666666667
"586","conv","20251",20314,4,"english",5.02856666666667,600,831,14.5,"2013.06.05",10,5.18416666666667
"587","routines","20251",20314,4,"english",0.1556,600,831,14.5,"2013.06.05",10,5.18416666666667
"588","play","20251",6165,6,"english",9.97583333333333,600,494,8.55,"2013.06.05",10,9.97583333333333
"589","play","20251",7065,7,"english",8.91023333333333,600,471,9.1,"2013.06.05",10,9.05075
"590","ac","20251",7065,7,"english",0.140516666666667,600,471,9.1,"2013.06.05",10,9.05075
"591","conv","20251",34620,9,"english",1.41555,600,431,6.3,"2013.06.10",10,9.61306666666666
"592","play","20251",34620,9,"english",3.96333333333333,600,431,6.3,"2013.06.10",10,9.61306666666666
"593","ac","20251",34620,9,"english",4.23418333333333,600,431,6.3,"2013.06.10",10,9.61306666666666
"594","non-tcds","20001",15242,2,"english",1.05381666666667,600,728,20.35,"2010.10.18",10,8.94618333333333
"595","non-tcds","20001",14342,3,"english",1.33774999999999,600,681,20.2,"2010.10.18",10,8.66225000000001
"596","non-tcds","20001",21242,4,"english",4.15985,512,602,9.25,"2010.10.19",8.53333333333333,4.37348333333333
"597","non-tcds","20001",5,5,"english",2.10776666666667,538,596,16.2,"2010.10.18",8.96666666666667,6.8589
"598","non-tcds","20001",15842,7,"english",2.94236666666666,464,413,20.45,"2010.10.18",7.73333333333333,4.79096666666667
"599","non-tcds","20001",8942,8,"english",6.6979,600,411,18.5,"2010.10.18",10,3.3021
"600","non-tcds","20003",1723,11,"english",0.736000000000001,600,328,9.4,"2010.10.19",10,9.264
"601","non-tcds","20003",11923,12,"english",1.6621,466,311,12.3,"2010.10.19",7.76666666666667,6.10456666666667
"602","non-tcds","20003",29734,14,"english",4.12945,600,220,20.2,"2010.10.19",10,5.87055
"603","non-tcds","20003",31360,15,"english",1.26391666666667,509,219,9.2,"2010.10.20",8.48333333333333,7.21941666666667
"604","non-tcds","20003",823,16,"english",1.08285,600,213,9.25,"2010.10.19",10,8.91715
"605","non-tcds","20003",5323,19,"english",0.73123333333333,600,199,10.4,"2010.10.19",10,9.26876666666667
"606","non-tcds","20004",12055,10,"english",5.59293333333334,600,165,21.1,"2010.10.18",10,4.40706666666666
"607","non-tcds","20004",5769,11,"english",8.60475,600,151,13.25,"2010.10.12",10,1.39525
"608","non-tcds","20004",5169,13,"english",5.5545,600,117,13.15,"2010.10.12",10,4.4455
"609","non-tcds","20004",8169,4,"english",5.084,529,252,14.05,"2010.10.12",8.81666666666667,3.73266666666667
"610","non-tcds","20004",12655,7,"english",4.75335,600,193,21.2,"2010.10.18",10,5.24665
"611","non-tcds","20004",6969,9,"english",8.72491666666667,600,179,13.45,"2010.10.12",10,1.27508333333333
"612","non-tcds","20007",8978,13,"english",2.77133333333333,600,159,13.25,"2010.10.18",10,7.22866666666667
"613","non-tcds","20007",7905,14,"english",6.24996666666666,591,149,11.35,"2010.10.18",9.85,3.60003333333334
"614","non-tcds","20007",15191,15,"english",7.75886666666667,600,149,15.3,"2010.10.18",10,2.24113333333333
"615","non-tcds","20007",6705,17,"english",7.62053333333334,600,122,11.15,"2010.10.18",10,2.37946666666666
"616","non-tcds","20007",17891,20,"english",8.65096666666667,600,110,16.15,"2010.10.18",10,1.34903333333333
"617","non-tcds","20007",13563,22,"english",8.54821666666667,600,101,14.45,"2010.10.18",10,1.45178333333333
"618","non-tcds","20034",1056,10,"english",5.50446666666667,456,409,7.15,"2010.11.27",7.6,2.09553333333333
"619","non-tcds","20034",21499,2,"english",2.29686666666667,600,556,19.25,"2010.11.28",10,7.70313333333333
"620","non-tcds","20034",19399,3,"english",4.71698333333333,600,501,18.5,"2010.11.28",10,5.28301666666667
"621","non-tcds","20034",18199,4,"english",3.59683333333333,600,499,18.3,"2010.11.28",10,6.40316666666667
"622","non-tcds","20034",16999,6,"english",4.50466666666667,600,456,18.1,"2010.11.28",10,5.49533333333333
"623","non-tcds","20034",10456,7,"english",5.00886666666667,600,454,11,"2010.11.27",10,4.99113333333333
"624","non-tcds","20041",19599,14,"english",1.49505000000001,600,490,16.05,"2011.04.18",10,8.50494999999999
"625","non-tcds","20041",39491,17,"english",5.66311666666667,600,446,11,"2011.04.19",10,4.33688333333333
"626","non-tcds","20041",27399,20,"english",2.29266666666666,600,382,18.15,"2011.04.18",10,7.70733333333334
"627","non-tcds","20041",2190,21,"english",4.93291666666667,600,376,8.55,"2011.04.18",10,5.06708333333333
"628","non-tcds","20041",90,4,"english",2.90703333333333,600,821,8.2,"2011.04.18",10,7.09296666666667
"629","non-tcds","20041",690,5,"english",3.51011666666667,600,788,8.3,"2011.04.18",10,6.48988333333333
"630","non-tcds","20048",17,11,"english",2.7522,600,239,11.55,"2011.04.18",10,7.2478
"631","non-tcds","20048",3648,12,"english",0.925333333333329,600,231,15.4,"2011.04.19",10,9.07466666666667
"632","non-tcds","20048",24910,13,"english",5.17651666666666,600,219,8.3,"2011.04.20",10,4.82348333333334
"633","non-tcds","20048",12618,2,"english",0.14238333333333,600,667,18.1,"2011.04.19",10,9.85761666666667
"634","non-tcds","20048",18668,3,"english",6.24595,600,475,20,"2011.04.19",10,3.75405
"635","non-tcds","20048",948,5,"english",2.27111666666667,600,449,14.55,"2011.04.19",10,7.72888333333333
"636","non-tcds","20050",4720,1,"english",0.444499999999996,600,1363,9.2,"2010.11.16",10,9.5555
"637","non-tcds","20050",30220,2,"english",0.4537,600,1262,16.25,"2010.11.16",10,9.5463
"638","non-tcds","20050",31120,3,"english",1.06756666666667,600,1185,16.4,"2010.11.16",10,8.93243333333333
"639","non-tcds","20050",5620,4,"english",1.34753333333333,600,1153,9.35,"2010.11.16",10,8.65246666666667
"640","non-tcds","20050",46720,6,"english",1.44388333333333,600,989,21,"2010.11.16",10,8.55611666666667
"641","non-tcds","20050",37720,7,"english",0.5253,600,889,18.3,"2010.11.16",10,9.4747
"642","non-tcds","20056",29376,2,"english",0.104416666666671,600,1513,15.1,"2011.04.16",10,9.89558333333333
"643","non-tcds","20056",33276,3,"english",0.00280000000000058,600,1500,16.15,"2011.04.16",10,9.9972
"644","non-tcds","20056",9276,4,"english",0.0250000000000021,600,1496,9.35,"2011.04.16",10,9.975
"645","non-tcds","20056",42773,5,"english",5.66568333333333,600,1465,7.55,"2011.04.17",10,4.33431666666667
"646","non-tcds","20056",51473,7,"english",4.91206666666667,600,1355,10.2,"2011.04.17",10,5.08793333333333
"647","non-tcds","20056",47273,9,"english",3.0613,600,1170,9.1,"2011.04.17",10,6.9387
"648","non-tcds","20071",8208,11,"english",1.33505,600,476,10.35,"2011.04.18",10,8.66495
"649","non-tcds","20071",28008,15,"english",7.28315,600,438,16.05,"2011.04.18",10,2.71685
"650","non-tcds","20071",8808,1,"english",0.53768333333333,600,1335,10.45,"2011.04.18",10,9.46231666666667
"651","non-tcds","20071",56937,2,"english",7.60828333333333,600,819,8.4,"2011.04.20",10,2.39171666666667
"652","non-tcds","20071",5808,9,"english",6.9324,600,518,9.55,"2011.04.18",10,3.0676
"653","non-tcds","20071",108,13,"english",3.01565,600,472,8.2,"2011.04.18",10,6.98435
"654","non-tcds","20073",2019,1,"english",1.84391666666667,599,733,16.5,"2011.04.14",9.98333333333333,8.13941666666667
"655","non-tcds","20073",6218,2,"english",3.12003333333333,600,582,18,"2011.04.14",10,6.87996666666667
"656","non-tcds","20073",1119,3,"english",1.91283333333333,600,575,16.35,"2011.04.14",10,8.08716666666667
"657","non-tcds","20073",13818,4,"english",3.67113333333333,600,536,10.4,"2011.04.16",10,6.32886666666667
"658","non-tcds","20073",28999,5,"english",4.2171,600,513,18.25,"2011.04.19",10,5.7829
"659","non-tcds","20073",4118,6,"english",3.223,600,498,17.25,"2011.04.14",10,6.777
"660","non-tcds","20086",36922,10,"english",3.77886666666667,600,618,18.2,"2011.04.18",10,6.22113333333333
"661","non-tcds","20086",32122,12,"english",1.78361666666667,600,602,17,"2011.04.18",10,8.21638333333333
"662","non-tcds","20086",35722,13,"english",6.7317,600,573,18,"2011.04.18",10,3.2683
"663","non-tcds","20086",33622,2,"english",1.45608333333333,600,1227,17.25,"2011.04.18",10,8.54391666666667
"664","non-tcds","20086",34222,4,"english",1.54918333333333,600,964,17.35,"2011.04.18",10,8.45081666666667
"665","non-tcds","20086",36322,6,"english",4.081,600,879,18.1,"2011.04.18",10,5.919
"666","non-tcds","20108",14696,10,"english",4.20375,600,288,14.15,"2011.06.05",10,5.79625
"667","non-tcds","20108",25796,12,"english",2.82291666666667,600,274,17.2,"2011.06.05",10,7.17708333333333
"668","non-tcds","20108",22496,13,"english",2.56893333333333,600,269,16.25,"2011.06.05",10,7.43106666666667
"669","non-tcds","20108",27296,1,"english",7.58788333333333,600,624,17.45,"2011.06.05",10,2.41211666666667
"670","non-tcds","20108",14096,2,"english",6.17588333333333,600,429,14.05,"2011.06.05",10,3.82411666666667
"671","non-tcds","20108",7796,5,"english",3.18123333333333,600,335,12.2,"2011.06.05",10,6.81876666666667
"672","non-tcds","20112",17703,1,"english",0.105249999999996,600,879,13.2,"2011.09.21",10,9.89475
"673","non-tcds","20112",17103,2,"english",0.447516666666667,600,637,13.1,"2011.09.21",10,9.55248333333333
"674","non-tcds","20112",4203,3,"english",0.909416666666671,600,575,9.35,"2011.09.21",10,9.09058333333333
"675","non-tcds","20112",23703,4,"english",5.83888333333333,600,541,15,"2011.09.21",10,4.16111666666667
"676","non-tcds","20112",3,5,"english",2.95076666666667,600,495,8.25,"2011.09.21",10,7.04923333333333
"677","non-tcds","20112",19503,6,"english",3.20026666666667,600,482,13.5,"2011.09.21",10,6.79973333333333
"678","non-tcds","20113",14481,11,"english",8.09025,600,224,12.55,"2011.09.25",10,1.90975
"679","non-tcds","20113",24851,12,"english",6.21953333333334,600,198,20.25,"2011.09.25",10,3.78046666666666
"680","non-tcds","20113",1506,13,"english",1.69771666666666,600,184,16.4,"2011.09.23",10,8.30228333333334
"681","non-tcds","20113",17893,2,"english",9.1631,600,470,16.4,"2011.09.25",10,0.8369
"682","non-tcds","20113",7881,6,"english",3.04695,600,388,11.05,"2011.09.25",10,6.95305
"683","non-tcds","20113",6081,9,"english",4.37705,600,258,10.35,"2011.09.25",10,5.62295
"684","non-tcds","20114",2255,11,"english",2.67378333333333,600,368,9.05,"2011.08.28",10,7.32621666666667
"685","non-tcds","20114",9455,13,"english",3.81261666666666,600,330,11.05,"2011.08.28",10,6.18738333333334
"686","non-tcds","20114",40955,1,"english",1.30275,600,533,19.5,"2011.08.28",10,8.69725
"687","non-tcds","20114",34355,6,"english",5.03018333333333,600,403,18,"2011.08.28",10,4.96981666666667
"688","non-tcds","20114",7055,7,"english",8.29598333333333,600,396,10.25,"2011.08.28",10,1.70401666666667
"689","non-tcds","20114",7655,8,"english",6.56793333333333,600,392,10.35,"2011.08.28",10,3.43206666666667
"690","non-tcds","20117",6529,12,"english",3.6419,600,426,7.35,"2011.10.02",10,6.3581
"691","non-tcds","20117",3,18,"english",1.4343,526,357,5.45,"2011.10.02",8.76666666666667,7.33236666666667
"692","non-tcds","20117",1729,23,"english",1.15498333333333,600,316,6.15,"2011.10.02",10,8.84501666666667
"693","non-tcds","20117",13729,27,"english",5.84193333333333,600,261,9.35,"2011.10.02",10,4.15806666666667
"694","non-tcds","20117",20329,31,"english",8.18933333333334,600,229,11.25,"2011.10.02",10,1.81066666666666
"695","non-tcds","20117",4129,34,"english",8.83861666666667,600,199,6.55,"2011.10.02",10,1.16138333333333
"696","non-tcds","20121",1212,1,"english",5.68658333333334,600,452,19.25,"2011.08.29",10,4.31341666666666
"697","non-tcds","20121",6612,3,"english",4.58851666666666,600,347,20.55,"2011.08.29",10,5.41148333333334
"698","non-tcds","20121",12,4,"english",0.35143333333334,600,338,19.05,"2011.08.29",10,9.64856666666666
"699","non-tcds","20121",24820,7,"english",9.00515,600,137,10.05,"2011.08.30",10,0.99485
"700","non-tcds","20121",5112,8,"english",6.67115,600,127,20.3,"2011.08.29",10,3.32885
"701","non-tcds","20121",19120,9,"english",8.90273333333333,600,102,8.3,"2011.08.30",10,1.09726666666667
"702","non-tcds","20122",17957,2,"english",1.44786666666667,600,553,10.55,"2011.08.03",10,8.55213333333333
"703","non-tcds","20122",10457,4,"english",0.29875,600,339,8.5,"2011.08.03",10,9.70125
"704","non-tcds","20122",23657,6,"english",3.48168333333333,600,229,12.3,"2011.08.03",10,6.51831666666667
"705","non-tcds","20122",27557,7,"english",6.4345,600,227,13.35,"2011.08.03",10,3.5655
"706","non-tcds","20122",13457,8,"english",4.36226666666667,600,220,9.4,"2011.08.03",10,5.63773333333333
"707","non-tcds","20122",14657,9,"english",3.76193333333333,600,217,10,"2011.08.03",10,6.23806666666667
"708","non-tcds","20127",6733,11,"english",3.18881666666666,600,383,7.5,"2011.08.03",10,6.81118333333334
"709","non-tcds","20127",0,14,"english",6.29688333333333,554,311,8.3,"2011.07.21",9.23333333333333,2.93645
"710","non-tcds","20127",5533,15,"english",0.289733333333329,600,305,7.3,"2011.08.03",10,9.71026666666667
"711","non-tcds","20127",1754,1,"english",1.16866666666666,600,1242,9,"2011.07.21",10,8.83133333333334
"712","non-tcds","20127",1154,7,"english",4.39368333333334,600,508,8.5,"2011.07.21",10,5.60631666666666
"713","non-tcds","20127",46633,8,"english",5.70223333333333,600,448,18.55,"2011.08.03",10,4.29776666666667
"714","non-tcds","20128",935,2,"english",0.87971666666667,600,357,9.25,"2011.08.31",10,9.12028333333333
"715","non-tcds","20128",4535,3,"english",2.00681666666667,600,331,10.25,"2011.08.31",10,7.99318333333333
"716","non-tcds","20128",36935,4,"english",8.63915,600,292,19.25,"2011.08.31",10,1.36085
"717","non-tcds","20128",35,6,"english",0.590999999999998,600,256,9.1,"2011.08.31",10,9.409
"718","non-tcds","20128",1835,7,"english",0.18668333333334,600,241,9.4,"2011.08.31",10,9.81331666666666
"719","non-tcds","20128",15335,8,"english",1.28448333333334,600,238,13.25,"2011.08.31",10,8.71551666666666
"720","non-tcds","20129",39304,28,"english",4.33173333333333,600,218,18.25,"2011.08.02",10,5.66826666666667
"721","non-tcds","20129",36604,34,"english",8.72456666666667,600,102,17.4,"2011.08.02",10,1.27543333333333
"722","non-tcds","20129",45304,37,"english",4.07235,600,94,20.05,"2011.08.02",10,5.92765
"723","non-tcds","20129",304,38,"english",8.12143333333334,600,80,7.35,"2011.08.02",10,1.87856666666666
"724","non-tcds","20129",40204,40,"english",5.56676666666667,600,79,18.4,"2011.08.02",10,4.43323333333333
"725","non-tcds","20129",44704,42,"english",3.78578333333333,600,57,19.55,"2011.08.02",10,6.21421666666667
"726","non-tcds","20132",40053,3,"english",2.75553333333333,600,631,21,"2011.08.28",10,7.24446666666667
"727","non-tcds","20132",41853,4,"english",3.31641666666667,600,438,21.3,"2011.08.28",10,6.68358333333333
"728","non-tcds","20132",38853,7,"english",2.81335,600,360,20.4,"2011.08.28",10,7.18665
"729","non-tcds","20132",37353,8,"english",5.75083333333333,600,346,20.15,"2011.08.28",10,4.24916666666667
"730","non-tcds","20132",39453,5,"english",2.57971666666666,600,406,20.5,"2011.08.28",10,7.42028333333334
"731","non-tcds","20136",35618,11,"english",2.47738333333334,600,484,16.5,"2012.03.01",10,7.52261666666666
"732","non-tcds","20136",36818,16,"english",2.65193333333333,600,385,17.1,"2012.03.01",10,7.34806666666667
"733","non-tcds","20136",29940,3,"english",0.654066666666671,600,964,18.5,"2012.02.28",10,9.34593333333333
"734","non-tcds","20136",40417,5,"english",1.72235,455,581,10.35,"2012.03.02",7.58333333333333,5.86098333333333
"735","non-tcds","20136",27540,4,"english",5.35315,600,733,18.1,"2012.02.28",10,4.64685
"736","non-tcds","20136",3287,14,"english",0.820133333333331,600,409,9.2,"2012.02.27",10,9.17986666666667
"737","non-tcds","20149",23973,1,"english",2.42768333333333,600,862,17.1,"2012.05.07",10,7.57231666666667
"738","non-tcds","20149",23373,2,"english",1.32428333333333,600,768,17,"2012.05.07",10,8.67571666666667
"739","non-tcds","20149",24873,3,"english",2.81978333333333,600,702,17.25,"2012.05.07",10,7.18021666666667
"740","non-tcds","20149",1221,4,"english",0.0380000000000003,600,599,12.05,"2012.05.06",10,9.962
"741","non-tcds","20149",14421,5,"english",0.427516666666669,600,548,15.45,"2012.05.06",10,9.57248333333333
"742","non-tcds","20149",28473,6,"english",0.200333333333329,540,542,18.25,"2012.05.07",9,8.79966666666667
"743","non-tcds","20157",5429,15,"english",4.77138333333334,600,234,10.25,"2012.11.12",10,5.22861666666666
"744","non-tcds","20157",1482,20,"english",0.824083333333331,600,201,14,"2012.11.09",10,9.17591666666667
"745","non-tcds","20157",5,27,"english",1.74453333333333,577,159,13.35,"2012.11.09",9.61666666666667,7.87213333333333
"746","non-tcds","20157",582,33,"english",3.10693333333333,600,111,13.45,"2012.11.09",10,6.89306666666667
"747","non-tcds","20157",8129,37,"english",7.96871666666667,600,83,11.1,"2012.11.12",10,2.03128333333333
"748","non-tcds","20157",27672,38,"english",6.28031666666667,600,83,17.35,"2012.11.12",10,3.71968333333333
"749","non-tcds","20161",4729,2,"english",0.399583333333339,600,884,9.25,"2012.11.16",10,9.60041666666666
"750","non-tcds","20161",1729,3,"english",2.93828333333334,600,697,8.35,"2012.11.16",10,7.06171666666666
"751","non-tcds","20161",6229,4,"english",0.551666666666661,600,476,9.5,"2012.11.16",10,9.44833333333334
"752","non-tcds","20161",4129,5,"english",1.36973333333333,600,459,9.15,"2012.11.16",10,8.63026666666667
"753","non-tcds","20161",1129,6,"english",4.31733333333333,600,445,8.25,"2012.11.16",10,5.68266666666667
"754","non-tcds","20161",10429,7,"english",5.60156666666667,600,394,11,"2012.11.16",10,4.39843333333333
"755","non-tcds","20166",9731,11,"english",1.567,600,272,9.5,"2012.11.13",10,8.433
"756","non-tcds","20166",10631,13,"english",7.428,600,259,10.05,"2012.11.13",10,2.572
"757","non-tcds","20166",11831,3,"english",5.95266666666666,600,682,10.25,"2012.11.13",10,4.04733333333334
"758","non-tcds","20166",13931,7,"english",6.68543333333333,600,433,11,"2012.11.13",10,3.31456666666667
"759","non-tcds","20166",24550,8,"english",5.50095,600,358,18.05,"2012.11.13",10,4.49905
"760","non-tcds","20166",2231,9,"english",4.27981666666667,600,338,7.45,"2012.11.13",10,5.72018333333333
"761","non-tcds","20167",19493,10,"english",0.638116666666669,600,330,13.1,"2012.11.14",10,9.36188333333333
"762","non-tcds","20167",11610,12,"english",4.09528333333333,600,295,10.55,"2012.11.14",10,5.90471666666667
"763","non-tcds","20167",18593,19,"english",2.71008333333333,600,241,12.55,"2012.11.14",10,7.28991666666667
"764","non-tcds","20167",21893,20,"english",3.50208333333333,600,181,13.5,"2012.11.14",10,6.49791666666667
"765","non-tcds","20167",4658,5,"english",0.757683333333331,600,533,19.2,"2012.11.13",10,9.24231666666667
"766","non-tcds","20167",5558,8,"english",3.77366666666667,600,498,19.35,"2012.11.13",10,6.22633333333333
"767","non-tcds","20169",4810,10,"english",0.596150000000002,600,377,8.5,"2012.11.14",10,9.40385
"768","non-tcds","20169",14696,3,"english",0.548766666666666,454,573,11.4,"2012.11.14",7.56666666666667,7.0179
"769","non-tcds","20169",310,5,"english",1.31585,600,451,7.35,"2012.11.14",10,8.68415
"770","non-tcds","20169",40350,7,"english",3.87873333333334,600,421,18.5,"2012.11.14",10,6.12126666666666
"771","non-tcds","20169",13210,8,"english",0.93393333333333,600,420,11.1,"2012.11.14",10,9.06606666666667
"772","non-tcds","20169",4210,9,"english",0.42208333333334,600,385,8.4,"2012.11.14",10,9.57791666666666
"773","non-tcds","20176",9027,18,"english",5.92535,600,526,11,"2012.11.13",10,4.07465
"774","non-tcds","20176",13227,26,"english",1.98033333333333,600,386,12.1,"2012.11.13",10,8.01966666666667
"775","non-tcds","20176",33027,29,"english",3.98896666666667,600,365,17.4,"2012.11.13",10,6.01103333333333
"776","non-tcds","20176",22227,30,"english",2.42731666666667,600,354,14.4,"2012.11.13",10,7.57268333333333
"777","non-tcds","20176",11127,31,"english",5.88288333333333,600,352,11.35,"2012.11.13",10,4.11711666666667
"778","non-tcds","20176",15627,33,"english",0.276583333333338,600,324,12.5,"2012.11.13",10,9.72341666666666
"779","non-tcds","20177",11474,1,"english",1.91353333333333,600,1097,19.05,"2012.11.11",10,8.08646666666667
"780","non-tcds","20177",12074,2,"english",0.859816666666671,600,582,19.15,"2012.11.11",10,9.14018333333333
"781","non-tcds","20177",6674,3,"english",4.68483333333333,600,494,17.45,"2012.11.11",10,5.31516666666667
"782","non-tcds","20177",25137,4,"english",3.4671,600,295,19.35,"2012.11.12",10,6.5329
"783","non-tcds","20177",29337,6,"english",3.55421666666667,600,277,20.45,"2012.11.12",10,6.44578333333333
"784","non-tcds","20177",4874,7,"english",5.16491666666667,600,263,17.15,"2012.11.11",10,4.83508333333333
"785","non-tcds","20190",15561,1,"english",1.58326666666667,600,256,17.15,"2013.02.25",10,8.41673333333333
"786","non-tcds","20190",12861,2,"english",2.36686666666667,600,165,16.3,"2013.02.25",10,7.63313333333333
"787","non-tcds","20190",14061,3,"english",1.42898333333333,600,126,16.5,"2013.02.25",10,8.57101666666667
"788","non-tcds","20190",5162,4,"english",1.94383333333333,508,125,11.35,"2013.02.25",8.46666666666667,6.52283333333333
"789","non-tcds","20190",26832,5,"english",0.551550000000001,600,122,8.4,"2013.03.04",10,9.44845
"790","non-tcds","20190",23520,6,"english",6.80896666666667,600,114,17.55,"2013.02.27",10,3.19103333333333
"791","non-tcds","20191",13376,1,"english",2.48423333333333,600,308,17.25,"2012.11.13",10,7.51576666666667
"792","non-tcds","20191",24276,2,"english",6.27423333333334,600,213,15.55,"2012.11.14",10,3.72576666666666
"793","non-tcds","20191",14276,4,"english",7.83065,600,123,17.4,"2012.11.13",10,2.16935
"794","non-tcds","20191",10676,5,"english",8.34148333333333,600,57,16.4,"2012.11.13",10,1.65851666666667
"795","non-tcds","20191",11576,7,"english",7.95668333333333,600,36,16.55,"2012.11.13",10,2.04331666666667
"796","non-tcds","20191",26376,8,"english",9.82666666666667,600,31,16.3,"2012.11.14",10,0.173333333333334
"797","non-tcds","20192",24018,1,"english",4.3994,600,456,20.05,"2012.11.12",10,5.6006
"798","non-tcds","20192",9234,20,"english",3.82491666666667,600,174,15.4,"2012.11.11",10,6.17508333333333
"799","non-tcds","20192",30438,23,"english",7.10213333333333,600,167,10.15,"2012.11.13",10,2.89786666666667
"800","non-tcds","20192",682,24,"english",8.19231666666667,600,161,7.4,"2012.11.11",10,1.80768333333333
"801","non-tcds","20192",8634,26,"english",1.79328333333333,600,158,15.3,"2012.11.11",10,8.20671666666667
"802","non-tcds","20192",38390,4,"english",5.19136666666666,600,387,19.15,"2012.11.13",10,4.80863333333334
"803","non-tcds","20200",26030,1,"english",0.66413333333333,600,1180,11.5,"2013.06.10",10,9.33586666666667
"804","non-tcds","20200",6959,2,"english",0.25101666666666,600,950,17.05,"2013.06.08",10,9.74898333333334
"805","non-tcds","20200",9059,3,"english",1.8399,600,746,17.4,"2013.06.08",10,8.1601
"806","non-tcds","20200",7559,4,"english",0.456666666666671,600,631,17.15,"2013.06.08",10,9.54333333333333
"807","non-tcds","20200",10259,5,"english",2.92488333333333,600,615,18,"2013.06.08",10,7.07511666666667
"808","non-tcds","20200",21530,6,"english",4.03923333333333,600,585,10.35,"2013.06.10",10,5.96076666666667
"809","non-tcds","20203",36050,10,"english",2.93266666666666,600,239,16.25,"2013.02.08",10,7.06733333333334
"810","non-tcds","20203",6950,2,"english",2.10841666666667,600,628,8.2,"2013.02.08",10,7.89158333333333
"811","non-tcds","20203",18950,3,"english",7.5018,600,477,11.4,"2013.02.08",10,2.4982
"812","non-tcds","20203",46250,7,"english",6.89816666666667,600,292,19.15,"2013.02.08",10,3.10183333333333
"813","non-tcds","20203",38750,8,"english",3.79495,600,287,17.1,"2013.02.08",10,6.20505
"814","non-tcds","20203",17150,9,"english",3.77691666666667,600,253,11.1,"2013.02.08",10,6.22308333333333
"815","non-tcds","20204",13996,11,"english",1.31321666666666,600,479,10,"2013.03.29",10,8.68678333333334
"816","non-tcds","20204",12796,13,"english",1.89396666666666,600,444,9.4,"2013.03.29",10,8.10603333333334
"817","non-tcds","20204",16783,17,"english",6.00628333333334,600,343,6.3,"2013.04.04",10,3.99371666666666
"818","non-tcds","20204",13396,18,"english",0.98678333333333,600,338,9.5,"2013.03.29",10,9.01321666666667
"819","non-tcds","20204",20083,20,"english",6.84385,600,313,7.25,"2013.04.04",10,3.15615
"820","non-tcds","20204",10696,7,"english",4.78395,600,518,9.05,"2013.03.29",10,5.21605
"821","non-tcds","20224",18841,2,"english",0.104266666666669,600,704,12.25,"2013.02.24",10,9.89573333333333
"822","non-tcds","20224",7441,3,"english",2.64843333333334,600,653,9.15,"2013.02.24",10,7.35156666666666
"823","non-tcds","20224",3841,4,"english",0.746599999999997,600,648,8.15,"2013.02.24",10,9.2534
"824","non-tcds","20224",8341,5,"english",0.973216666666669,600,557,9.3,"2013.02.24",10,9.02678333333333
"825","non-tcds","20224",15241,6,"english",0.0517333333333294,600,553,11.25,"2013.02.24",10,9.94826666666667
"826","non-tcds","20224",40141,7,"english",2.99608333333333,600,532,18.2,"2013.02.24",10,7.00391666666667
"827","non-tcds","20225",1741,10,"english",4.87513333333334,600,221,8.25,"2013.06.07",10,5.12486666666666
"828","non-tcds","20225",5341,11,"english",5.77626666666666,600,221,9.25,"2013.06.07",10,4.22373333333334
"829","non-tcds","20225",15241,1,"english",6.11275,600,416,12.1,"2013.06.07",10,3.88725
"830","non-tcds","20225",32341,2,"english",7.12456666666667,600,373,16.55,"2013.06.07",10,2.87543333333333
"831","non-tcds","20225",6841,3,"english",6.48211666666667,600,308,9.5,"2013.06.07",10,3.51788333333333
"832","non-tcds","20225",29941,9,"english",6.1354,600,231,16.15,"2013.06.07",10,3.8646
"833","non-tcds","20227",6645,2,"english",5.08381666666667,600,623,13.5,"2013.06.02",10,4.91618333333333
