id,rectime,speaker,Speaker2,activity,segment_num,language,speech,n_speakers
20122,27557,ADM,ADULTS,kwalods,7,english,all,1
20127,1754,ADF,ADULTS,kwalods,1,english,all,1
20132,38853,MOT,ADULTS,kwalods,7,english,all,3
20132,38853,ADF,ADULTS,kwalods,7,english,all,3
20132,38853,ADM,ADULTS,kwalods,7,english,all,3
20132,37353,MOT,ADULTS,kwalods,8,english,all,3
20132,37353,ADF,ADULTS,kwalods,8,english,all,3
20132,37353,ADM,ADULTS,kwalods,8,english,all,3
20136,35618,GMA,ADULTS,kwalods,11,english,all,1
20136,29940,GMA,ADULTS,kwalods,3,english,all,1
20136,27540,GMA,ADULTS,kwalods,4,english,all,1
20149,23973,MOT,ADULTS,kwalods,1,english,all,3
20149,23973,GMA,ADULTS,kwalods,1,english,all,3
20149,23973,ADF,ADULTS,kwalods,1,english,all,3
20149,24873,MOT,ADULTS,kwalods,3,english,all,2
20149,24873,GMA,ADULTS,kwalods,3,english,all,2
20157,5429,MOT,ADULTS,kwalods,15,english,all,3
20157,5429,FAT,ADULTS,kwalods,15,english,all,3
20157,5429,GMA,ADULTS,kwalods,15,english,all,3
20157,1482,ADF,ADULTS,kwalods,20,english,all,2
20157,1482,ADM,ADULTS,kwalods,20,english,all,2
20157,8129,MOT,ADULTS,kwalods,37,english,all,1
20157,27672,FAT,ADULTS,kwalods,38,english,all,1
20161,1129,FAT,ADULTS,kwalods,6,english,all,1
20166,13931,GFA,ADULTS,kwalods,7,english,all,1
20169,40350,MOT,ADULTS,kwalods,7,english,all,3
20169,40350,FAT,ADULTS,kwalods,7,english,all,3
20169,40350,ADF,ADULTS,kwalods,7,english,all,3
20190,15561,MOT,ADULTS,kwalods,1,english,all,1
20190,23520,MOT,ADULTS,kwalods,6,english,all,1
20191,13376,MOT,ADULTS,kwalods,1,english,all,1
20191,11576,MOT,ADULTS,kwalods,7,english,all,1
20192,30438,ADF,ADULTS,kwalods,23,english,all,1
20200,10259,FAT,ADULTS,kwalods,5,english,all,1
20203,18950,MOT,ADULTS,kwalods,3,english,all,3
20203,18950,ADF,ADULTS,kwalods,3,english,all,3
20203,18950,ADM,ADULTS,kwalods,3,english,all,3
20203,46250,ADF,ADULTS,kwalods,7,english,all,1
20224,3841,FAT,ADULTS,kwalods,4,english,all,1
20225,5341,MOT,ADULTS,kwalods,11,english,all,2
20225,5341,ADF,ADULTS,kwalods,11,english,all,2
20225,15241,ADM,ADULTS,kwalods,1,english,all,1
20227,16460,FAT,ADULTS,kwalods,11,english,all,1
20227,10711,MOT,ADULTS,kwalods,9,english,all,1
20233,34502,GFA,ADULTS,kwalods,13,english,all,1
20233,33302,MOT,ADULTS,kwalods,15,english,all,3
20233,33302,FAT,ADULTS,kwalods,15,english,all,3
20233,33302,GFA,ADULTS,kwalods,15,english,all,3
20233,27902,MOT,ADULTS,kwalods,16,english,all,1
20233,36602,MOT,ADULTS,kwalods,17,english,all,2
20233,36602,GFA,ADULTS,kwalods,17,english,all,2
20233,32702,MOT,ADULTS,kwalods,22,english,all,2
20233,32702,FAT,ADULTS,kwalods,22,english,all,2
20233,40202,MOT,ADULTS,kwalods,8,english,all,2
20233,40202,GMA,ADULTS,kwalods,8,english,all,2
20236,27928,GMA,ADULTS,kwalods,2,english,all,1
20242,5097,MOT,ADULTS,kwalods,1,english,all,1
7355,44306,MOT,ADULTS,books,1,spanish,all,1
7355,44306,CHI,CHI,books,1,spanish,all,1
7373,8548,CHI,CHI,books,2,spanish,all,1
7373,8548,MOT,ADULTS,books,2,spanish,all,1
7373,7948,CHI,CHI,books,3,spanish,all,1
7373,7948,MOT,ADULTS,books,3,spanish,all,1
7448,7434,CHI,CHI,books,5,spanish,all,1
7448,7434,MOT,ADULTS,books,5,spanish,all,2
7448,7434,ADF,ADULTS,books,5,spanish,all,2
7473,34976,CHI,CHI,books,1,spanish,all,1
7473,34976,MOT,ADULTS,books,1,spanish,all,1
7473,35576,CHI,CHI,books,5,spanish,all,1
7473,35576,MOT,ADULTS,books,5,spanish,all,1
7480,20708,CHI,CHI,books,1,spanish,all,1
7480,20708,FAT,ADULTS,books,1,spanish,all,2
7480,20708,MOT,ADULTS,books,1,spanish,all,2
7550,17808,CHI,CHI,books,1,spanish,all,1
7550,17808,MOT,ADULTS,books,1,spanish,all,1
7574,2917,CHI,CHI,books,1,spanish,all,1
7574,2917,MOT,ADULTS,books,1,spanish,all,1
7579,18684,ANT,ADULTS,books,1,spanish,all,1
7579,18684,CHI,CHI,books,1,spanish,all,1
7580,39992,CHI,CHI,books,1,spanish,all,1
7580,39992,MOT,ADULTS,books,1,spanish,all,2
7580,39992,FAT,ADULTS,books,1,spanish,all,2
7692,3667,CHI,CHI,books,1,spanish,all,1
7692,3667,MOT,ADULTS,books,1,spanish,all,2
7692,3667,FAT,ADULTS,books,1,spanish,all,2
7739,7164,CHI,CHI,books,1,spanish,all,1
7739,7164,MOT,ADULTS,books,1,spanish,all,1
7739,7764,CHI,CHI,books,3,spanish,all,1
7739,7764,MOT,ADULTS,books,3,spanish,all,1
7739,6564,CHI,CHI,books,4,spanish,all,1
7739,6564,MOT,ADULTS,books,4,spanish,all,1
7739,37773,CHI,CHI,books,5,spanish,all,1
7739,37773,MOT,ADULTS,books,5,spanish,all,2
7739,37773,ANT,ADULTS,books,5,spanish,all,2
7791,21528,CHI,CHI,books,1,spanish,all,1
7791,21528,MOT,ADULTS,books,1,spanish,all,2
7791,21528,FAT,ADULTS,books,1,spanish,all,2
7791,20928,CHI,CHI,books,2,spanish,all,1
7791,20928,MOT,ADULTS,books,2,spanish,all,1
7881,25395,CHI,CHI,books,2,spanish,all,1
7881,25395,MOT,ADULTS,books,2,spanish,all,2
7881,25395,ADF,ADULTS,books,2,spanish,all,2
7881,26295,CHI,CHI,books,3,spanish,all,1
7881,26295,ADF,ADULTS,books,3,spanish,all,1
7915,896,CHI,CHI,books,1,spanish,all,1
7915,896,MOT,ADULTS,books,1,spanish,all,1
7915,13110,CHI,CHI,books,3,spanish,all,1
7915,13110,MOT,ADULTS,books,3,spanish,all,1
7949,11063,CHI,CHI,books,1,spanish,all,1
7949,11063,MOT,ADULTS,books,1,spanish,all,1
7949,29105,CHI,CHI,books,2,spanish,all,1
7949,29105,MOT,ADULTS,books,2,spanish,all,2
7949,29105,FAT,ADULTS,books,2,spanish,all,2
7949,11963,CHI,CHI,books,3,spanish,all,1
7949,11963,MOT,ADULTS,books,3,spanish,all,1
7949,10463,CHI,CHI,books,4,spanish,all,1
7949,10463,MOT,ADULTS,books,4,spanish,all,1
7949,30005,CHI,CHI,books,5,spanish,all,1
7949,30005,MOT,ADULTS,books,5,spanish,all,2
7949,30005,FAT,ADULTS,books,5,spanish,all,2
7949,28505,CHI,CHI,books,6,spanish,all,1
7949,28505,MOT,ADULTS,books,6,spanish,all,2
7949,28505,FAT,ADULTS,books,6,spanish,all,2
7995,13566,CHI,CHI,books,1,spanish,all,1
7995,13566,MOT,ADULTS,books,1,spanish,all,2
7995,13566,FAT,ADULTS,books,1,spanish,all,2
8022,4568,CHI,CHI,books,1,spanish,all,1
8022,4568,MOT,ADULTS,books,1,spanish,all,1
8022,5168,CHI,CHI,books,3,spanish,all,1
8022,5168,MOT,ADULTS,books,3,spanish,all,1
8022,3968,CHI,CHI,books,7,spanish,all,1
8022,3968,MOT,ADULTS,books,7,spanish,all,1
8098,9023,CHI,CHI,books,24,spanish,all,1
8098,9023,MOT,ADULTS,books,24,spanish,all,1
8130,14406,CHI,CHI,books,10,spanish,all,1
8130,14406,MOT,ADULTS,books,10,spanish,all,1
8130,2340,CHI,CHI,books,7,spanish,all,1
8130,2340,MOT,ADULTS,books,7,spanish,all,1
8144,37537,CHI,CHI,books,1,spanish,all,1
8144,37537,MOT,ADULTS,books,1,spanish,all,1
8144,18232,CHI,CHI,books,2,spanish,all,1
8144,18232,FAT,ADULTS,books,2,spanish,all,1
7292,4378,CHI,CHI,play,12,spanish,all,1
7292,4378,MOT,ADULTS,play,12,spanish,all,1
7352,29331,CHI,CHI,play,3,spanish,all,1
7352,29331,MOT,ADULTS,play,3,spanish,all,1
7352,17553,CHI,CHI,play,6,spanish,all,1
7352,17553,FAT,ADULTS,play,6,spanish,all,2
7352,17553,ADM,ADULTS,play,6,spanish,all,2
7363,32135,CHI,CHI,play,13,spanish,all,1
7363,32135,MOT,ADULTS,play,13,spanish,all,1
7363,156,CHI,CHI,play,8,spanish,all,1
7363,156,MOT,ADULTS,play,8,spanish,all,1
7373,43870,CHI,CHI,play,1,spanish,all,1
7373,43870,MOT,ADULTS,play,1,spanish,all,1
7373,20129,CHI,CHI,play,4,spanish,all,1
7373,20129,MOT,ADULTS,play,4,spanish,all,2
7373,20129,FAT,ADULTS,play,4,spanish,all,2
7373,45970,CHI,CHI,play,6,spanish,all,1
7373,45970,MOT,ADULTS,play,6,spanish,all,2
7373,45970,FAT,ADULTS,play,6,spanish,all,2
7373,44470,CHI,CHI,play,7,spanish,all,1
7373,44470,MOT,ADULTS,play,7,spanish,all,1
7409,30241,CHI,CHI,play,1,spanish,all,1
7409,30241,MOT,ADULTS,play,1,spanish,all,1
7409,28141,CHI,CHI,play,3,spanish,all,1
7409,28141,MOT,ADULTS,play,3,spanish,all,1
7409,51541,CHI,CHI,play,6,spanish,all,1
7409,51541,MOT,ADULTS,play,6,spanish,all,1
7409,25228,CHI,CHI,play,7,spanish,all,1
7409,25228,MOT,ADULTS,play,7,spanish,all,1
7412,9033,GDM,ADULTS,play,11,spanish,all,1
7412,9033,CHI,CHI,play,11,spanish,all,1
7412,4233,GDM,ADULTS,play,13,spanish,all,1
7412,4233,CHI,CHI,play,13,spanish,all,1
7412,4833,GDM,ADULTS,play,3,spanish,all,1
7412,4833,CHI,CHI,play,3,spanish,all,1
7433,531,CHI,CHI,play,8,spanish,all,1
7433,531,MOT,ADULTS,play,8,spanish,all,1
7446,5668,CHI,CHI,play,6,spanish,all,1
7446,5668,GFA,ADULTS,play,6,spanish,all,1
7473,43787,CHI,CHI,play,2,spanish,all,1
7473,43787,ADM,ADULTS,play,2,spanish,all,1
7480,21908,CHI,CHI,play,13,spanish,all,1
7480,21908,MOT,ADULTS,play,13,spanish,all,2
7480,21908,FAT,ADULTS,play,13,spanish,all,2
7480,35268,CHI,CHI,play,5,spanish,all,1
7480,35268,MOT,ADULTS,play,5,spanish,all,1
7480,8708,CHI,CHI,play,8,spanish,all,1
7480,8708,MOT,ADULTS,play,8,spanish,all,1
7499,54981,CHI,CHI,play,1,spanish,all,1
7499,54981,MOT,ADULTS,play,1,spanish,all,1
7499,156,CHI,CHI,play,2,spanish,all,1
7499,156,MOT,ADULTS,play,2,spanish,all,1
7499,34881,CHI,CHI,play,3,spanish,all,1
7499,34881,MOT,ADULTS,play,3,spanish,all,1
7508,55600,MOT,ADULTS,play,19,spanish,all,1
7508,15360,CHI,CHI,play,20,spanish,all,1
7508,15360,FAT,ADULTS,play,20,spanish,all,1
7550,3408,CHI,CHI,play,3,spanish,all,1
7550,3408,MOT,ADULTS,play,3,spanish,all,1
7550,2808,CHI,CHI,play,4,spanish,all,1
7550,2808,MOT,ADULTS,play,4,spanish,all,1
7552,33349,CHI,CHI,play,1,spanish,all,1
7552,33349,MOT,ADULTS,play,1,spanish,all,1
7552,48049,CHI,CHI,play,2,spanish,all,1
7552,48049,MOT,ADULTS,play,2,spanish,all,1
7579,9192,MOT,ADULTS,play,5,spanish,all,1
7579,9192,CHI,CHI,play,5,spanish,all,1
7580,10089,CHI,CHI,play,8,spanish,all,1
7580,10089,MOT,ADULTS,play,8,spanish,all,1
7621,56347,CHI,CHI,play,12,spanish,all,1
7621,56347,GFA,ADULTS,play,12,spanish,all,3
7621,56347,GMA,ADULTS,play,12,spanish,all,3
7621,56347,MOT,ADULTS,play,12,spanish,all,3
7621,301,CHI,CHI,play,3,spanish,all,1
7621,301,GFA,ADULTS,play,3,spanish,all,1
7621,40147,CHI,CHI,play,9,spanish,all,1
7621,40147,GFA,ADULTS,play,9,spanish,all,1
7692,36443,CHI,CHI,play,4,spanish,all,1
7692,36443,MOT,ADULTS,play,4,spanish,all,1
7692,5167,CHI,CHI,play,5,spanish,all,1
7692,5167,MOT,ADULTS,play,5,spanish,all,2
7692,5167,FAT,ADULTS,play,5,spanish,all,2
7749,26304,CHI,CHI,play,2,spanish,all,1
7749,26304,ADF,ADULTS,play,2,spanish,all,1
7791,13428,CHI,CHI,play,3,spanish,all,1
7791,13428,MOT,ADULTS,play,3,spanish,all,2
7791,13428,GMA,ADULTS,play,3,spanish,all,2
7795,16610,CHI,CHI,play,11,spanish,all,1
7795,16610,MOT,ADULTS,play,11,spanish,all,1
7795,38573,CHI,CHI,play,2,spanish,all,1
7795,38573,GMA,ADULTS,play,2,spanish,all,2
7795,38573,UNC,ADULTS,play,2,spanish,all,2
7812,33868,CHI,CHI,play,1,spanish,all,1
7812,33868,ADF,ADULTS,play,1,spanish,all,1
7812,16647,CHI,CHI,play,6,spanish,all,1
7812,16647,ADF,ADULTS,play,6,spanish,all,1
7812,27868,CHI,CHI,play,7,spanish,all,1
7812,27868,ADF,ADULTS,play,7,spanish,all,1
7881,24195,CHI,CHI,play,1,spanish,all,1
7881,24195,ADF,ADULTS,play,1,spanish,all,1
7881,25395,CHI,CHI,play,2,spanish,all,1
7881,25395,MOT,ADULTS,play,2,spanish,all,2
7881,25395,ADF,ADULTS,play,2,spanish,all,2
7881,26295,CHI,CHI,play,3,spanish,all,1
7881,26295,ADF,ADULTS,play,3,spanish,all,1
7881,24795,CHI,CHI,play,4,spanish,all,1
7881,24795,MOT,ADULTS,play,4,spanish,all,2
7881,24795,ADF,ADULTS,play,4,spanish,all,2
7908,20493,CHI,CHI,play,2,spanish,all,1
7908,20493,MOT,ADULTS,play,2,spanish,all,1
7908,21093,CHI,CHI,play,7,spanish,all,1
7908,21093,MOT,ADULTS,play,7,spanish,all,1
7912,9800,CHI,CHI,play,4,spanish,all,1
7912,9800,GMA,ADULTS,play,4,spanish,all,1
7912,14300,CHI,CHI,play,5,spanish,all,1
7912,14300,GMA,ADULTS,play,5,spanish,all,1
7912,17000,CHI,CHI,play,7,spanish,all,1
7912,17000,GMA,ADULTS,play,7,spanish,all,2
7912,17000,ADM,ADULTS,play,7,spanish,all,2
7915,6397,CHI,CHI,play,5,spanish,all,1
7915,6397,MOT,ADULTS,play,5,spanish,all,1
7915,22501,CHI,CHI,play,7,spanish,all,1
7915,22501,MOT,ADULTS,play,7,spanish,all,1
7920,50261,CHI,CHI,play,6,spanish,all,1
7920,50261,MOT,ADULTS,play,6,spanish,all,2
7920,50261,FAT,ADULTS,play,6,spanish,all,2
7949,10463,CHI,CHI,play,4,spanish,all,1
7949,10463,MOT,ADULTS,play,4,spanish,all,1
7949,28505,CHI,CHI,play,6,spanish,all,1
7949,28505,MOT,ADULTS,play,6,spanish,all,1
7963,0,CHI,CHI,play,28,spanish,all,1
7963,0,MOT,ADULTS,play,28,spanish,all,1
7963,7636,CHI,CHI,play,4,spanish,all,1
7963,7636,MOT,ADULTS,play,4,spanish,all,1
7969,51317,CHI,CHI,play,7,spanish,all,1
7969,51317,MOT,ADULTS,play,7,spanish,all,2
7969,51317,GMA,ADULTS,play,7,spanish,all,2
8022,11468,CHI,CHI,play,4,spanish,all,1
8022,11468,MOT,ADULTS,play,4,spanish,all,2
8022,11468,FAT,ADULTS,play,4,spanish,all,2
8022,12668,CHI,CHI,play,6,spanish,all,1
8022,12668,MOT,ADULTS,play,6,spanish,all,2
8022,12668,FAT,ADULTS,play,6,spanish,all,2
8048,49403,CHI,CHI,play,5,spanish,all,1
8048,49403,MOT,ADULTS,play,5,spanish,all,1
8048,4306,CHI,CHI,play,6,spanish,all,1
8048,4306,MOT,ADULTS,play,6,spanish,all,1
8098,13223,CHI,CHI,play,11,spanish,all,1
8098,13223,FAT,ADULTS,play,11,spanish,all,2
8098,13223,MOT,ADULTS,play,11,spanish,all,2
8098,14423,CHI,CHI,play,22,spanish,all,1
8098,14423,FAT,ADULTS,play,22,spanish,all,1
8098,9023,CHI,CHI,play,24,spanish,all,1
8098,9023,MOT,ADULTS,play,24,spanish,all,1
8115,27427,CHI,CHI,play,17,spanish,all,1
8115,27427,MOT,ADULTS,play,17,spanish,all,1
8130,18905,CHI,CHI,play,4,spanish,all,1
8130,18905,MOT,ADULTS,play,4,spanish,all,1
8144,33037,CHI,CHI,play,10,spanish,all,1
8144,33037,MOT,ADULTS,play,10,spanish,all,1
8144,37537,CHI,CHI,play,1,spanish,all,1
8144,37537,MOT,ADULTS,play,1,spanish,all,1
8144,36637,CHI,CHI,play,3,spanish,all,1
8144,36637,MOT,ADULTS,play,3,spanish,all,1
8144,38137,CHI,CHI,play,8,spanish,all,1
8144,38137,MOT,ADULTS,play,8,spanish,all,1
8216,11469,CHI,CHI,play,6,spanish,all,1
8216,11469,MOT,ADULTS,play,6,spanish,all,1
7292,46290,CHI,CHI,conv,1,spanish,all,1
7292,46290,MOT,ADULTS,conv,1,spanish,all,1
7292,33782,CHI,CHI,conv,20,spanish,all,1
7292,33782,MOT,ADULTS,conv,20,spanish,all,1
7292,8278,CHI,CHI,conv,8,spanish,all,1
7292,8278,MOT,ADULTS,conv,8,spanish,all,1
7352,29331,CHI,CHI,conv,3,spanish,all,1
7352,29331,MOT,ADULTS,conv,3,spanish,all,1
7352,10653,CHI,CHI,conv,5,spanish,all,1
7352,10653,ADM,ADULTS,conv,5,spanish,all,1
7352,17553,CHI,CHI,conv,6,spanish,all,1
7352,17553,FAT,ADULTS,conv,6,spanish,all,2
7352,17553,ADM,ADULTS,conv,6,spanish,all,2
7355,44306,FAT,ADULTS,conv,1,spanish,all,1
7355,44306,CHI,CHI,conv,1,spanish,all,1
7355,32563,CHI,CHI,conv,3,spanish,all,1
7355,32563,MOT,ADULTS,conv,3,spanish,all,1
7355,48285,CHI,CHI,conv,8,spanish,all,1
7355,48285,MOT,ADULTS,conv,8,spanish,all,1
7363,32135,CHI,CHI,conv,13,spanish,all,1
7363,32135,MOT,ADULTS,conv,13,spanish,all,3
7363,32135,FAT,ADULTS,conv,13,spanish,all,3
7363,32135,ADM,ADULTS,conv,13,spanish,all,3
7373,20129,CHI,CHI,conv,4,spanish,all,1
7373,20129,MOT,ADULTS,conv,4,spanish,all,2
7373,20129,FAT,ADULTS,conv,4,spanish,all,2
7373,45970,CHI,CHI,conv,6,spanish,all,1
7373,45970,MOT,ADULTS,conv,6,spanish,all,2
7373,45970,FAT,ADULTS,conv,6,spanish,all,2
7409,28141,CHI,CHI,conv,3,spanish,all,1
7409,28141,MOT,ADULTS,conv,3,spanish,all,1
7409,56641,CHI,CHI,conv,5,spanish,all,1
7409,56641,FAT,ADULTS,conv,5,spanish,all,2
7409,56641,MOT,ADULTS,conv,5,spanish,all,2
7412,3633,GDM,ADULTS,conv,10,spanish,all,1
7412,3633,CHI,CHI,conv,10,spanish,all,1
7412,5433,GDM,ADULTS,conv,1,spanish,all,1
7412,5433,CHI,CHI,conv,1,spanish,all,1
7412,4833,GDM,ADULTS,conv,3,spanish,all,1
7412,4833,CHI,CHI,conv,3,spanish,all,1
7446,39915,CHI,CHI,conv,12,spanish,all,1
7446,39915,MOT,ADULTS,conv,12,spanish,all,1
7446,31815,CHI,CHI,conv,4,spanish,all,1
7446,31815,MOT,ADULTS,conv,4,spanish,all,1
7446,5668,CHI,CHI,conv,6,spanish,all,1
7446,5668,MOT,ADULTS,conv,6,spanish,all,1
7448,2393,CHI,CHI,conv,13,spanish,all,1
7448,2393,MOT,ADULTS,conv,13,spanish,all,1
7448,17341,CHI,CHI,conv,7,spanish,all,1
7448,17341,MOT,ADULTS,conv,7,spanish,all,2
7448,17341,FAT,ADULTS,conv,7,spanish,all,2
7448,19772,CHI,CHI,conv,9,spanish,all,1
7448,19772,MOT,ADULTS,conv,9,spanish,all,1
7473,0,CHI,CHI,conv,11,spanish,all,1
7473,0,MOT,ADULTS,conv,11,spanish,all,1
7473,35576,CHI,CHI,conv,5,spanish,all,1
7473,35576,MOT,ADULTS,conv,5,spanish,all,1
7480,21908,CHI,CHI,conv,13,spanish,all,1
7480,21908,MOT,ADULTS,conv,13,spanish,all,2
7480,21908,FAT,ADULTS,conv,13,spanish,all,2
7499,49581,CHI,CHI,conv,4,spanish,all,1
7499,49581,MOT,ADULTS,conv,4,spanish,all,1
7499,1656,CHI,CHI,conv,5,spanish,all,1
7499,1656,MOT,ADULTS,conv,5,spanish,all,1
7508,1377,CHI,CHI,conv,13,spanish,all,1
7508,1377,MOT,ADULTS,conv,13,spanish,all,1
7508,25918,CHI,CHI,conv,15,spanish,all,1
7508,25918,MOT,ADULTS,conv,15,spanish,all,2
7508,25918,ADF,ADULTS,conv,15,spanish,all,2
7508,15360,CHI,CHI,conv,20,spanish,all,1
7508,15360,FAT,ADULTS,conv,20,spanish,all,1
7550,17808,CHI,CHI,conv,1,spanish,all,1
7550,17808,MOT,ADULTS,conv,1,spanish,all,1
7550,3408,CHI,CHI,conv,3,spanish,all,1
7550,3408,MOT,ADULTS,conv,3,spanish,all,1
7550,5808,CHI,CHI,conv,5,spanish,all,1
7550,5808,MOT,ADULTS,conv,5,spanish,all,1
7550,7308,CHI,CHI,conv,6,spanish,all,1
7550,7308,MOT,ADULTS,conv,6,spanish,all,2
7550,7308,FAT,ADULTS,conv,6,spanish,all,2
7552,48049,CHI,CHI,conv,2,spanish,all,1
7552,48049,MOT,ADULTS,conv,2,spanish,all,1
7552,53789,GMA,ADULTS,conv,6,spanish,all,2
7552,53789,CHI,CHI,conv,6,spanish,all,1
7552,53789,MOT,ADULTS,conv,6,spanish,all,2
7574,2917,CHI,CHI,conv,1,spanish,all,1
7574,2917,MOT,ADULTS,conv,1,spanish,all,1
7574,48555,CHI,CHI,conv,2,spanish,all,1
7574,48555,MOT,ADULTS,conv,2,spanish,all,3
7574,48555,FAT,ADULTS,conv,2,spanish,all,3
7574,48555,ADF,ADULTS,conv,2,spanish,all,3
7574,8017,CHI,CHI,conv,3,spanish,all,1
7574,8017,MOT,ADULTS,conv,3,spanish,all,1
7574,47955,CHI,CHI,conv,4,spanish,all,1
7574,47955,FAT,ADULTS,conv,4,spanish,all,1
7574,56955,CHI,CHI,conv,7,spanish,all,1
7574,56955,MOT,ADULTS,conv,7,spanish,all,3
7574,56955,FAT,ADULTS,conv,7,spanish,all,3
7574,56955,ADF,ADULTS,conv,7,spanish,all,3
7579,10692,MOT,ADULTS,conv,3,spanish,all,1
7579,10692,CHI,CHI,conv,3,spanish,all,1
7579,9192,ADF,ADULTS,conv,5,spanish,all,2
7579,9192,MOT,ADULTS,conv,5,spanish,all,2
7579,9192,CHI,CHI,conv,5,spanish,all,1
7580,49527,CHI,CHI,conv,6,spanish,all,1
7580,49527,MOT,ADULTS,conv,6,spanish,all,2
7580,49527,FAT,ADULTS,conv,6,spanish,all,2
7621,301,CHI,CHI,conv,3,spanish,all,1
7621,301,GFA,ADULTS,conv,3,spanish,all,1
7621,41947,CHI,CHI,conv,5,spanish,all,1
7621,41947,GFA,ADULTS,conv,5,spanish,all,1
7621,40147,CHI,CHI,conv,9,spanish,all,1
7621,40147,GFA,ADULTS,conv,9,spanish,all,1
7660,2145,CHI,CHI,conv,2,spanish,all,1
7660,2145,MOT,ADULTS,conv,2,spanish,all,1
7692,13285,CHI,CHI,conv,2,spanish,all,1
7692,13285,MOT,ADULTS,conv,2,spanish,all,1
7692,1285,CHI,CHI,conv,6,spanish,all,1
7692,1285,MOT,ADULTS,conv,6,spanish,all,3
7692,1285,ADF,ADULTS,conv,6,spanish,all,3
7692,1285,ADM,ADULTS,conv,6,spanish,all,3
7692,12385,CHI,CHI,conv,7,spanish,all,1
7692,12385,MOT,ADULTS,conv,7,spanish,all,1
7739,38373,CHI,CHI,conv,2,spanish,all,1
7739,38373,MOT,ADULTS,conv,2,spanish,all,3
7739,38373,ADF,ADULTS,conv,2,spanish,all,3
7739,38373,FAT,ADULTS,conv,2,spanish,all,3
7739,37773,CHI,CHI,conv,5,spanish,all,1
7739,37773,MOT,ADULTS,conv,5,spanish,all,2
7739,37773,ANT,ADULTS,conv,5,spanish,all,2
7739,864,CHI,CHI,conv,6,spanish,all,1
7739,864,MOT,ADULTS,conv,6,spanish,all,2
7739,864,UNC,ADULTS,conv,6,spanish,all,2
7749,48481,CHI,CHI,conv,1,spanish,all,1
7749,48481,MOT,ADULTS,conv,1,spanish,all,2
7749,48481,FAT,ADULTS,conv,1,spanish,all,2
7749,6356,CHI,CHI,conv,5,spanish,all,1
7749,6356,MOT,ADULTS,conv,5,spanish,all,1
7791,13428,CHI,CHI,conv,3,spanish,all,1
7791,13428,MOT,ADULTS,conv,3,spanish,all,2
7791,13428,GMA,ADULTS,conv,3,spanish,all,2
7791,2807,CHI,CHI,conv,4,spanish,all,1
7791,2807,MOT,ADULTS,conv,4,spanish,all,2
7791,2807,GMA,ADULTS,conv,4,spanish,all,2
7791,35989,CHI,CHI,conv,7,spanish,all,1
7791,35989,MOT,ADULTS,conv,7,spanish,all,1
7795,16610,CHI,CHI,conv,11,spanish,all,1
7795,16610,MOT,ADULTS,conv,11,spanish,all,1
7795,8838,CHI,CHI,conv,21,spanish,all,1
7795,8838,MOT,ADULTS,conv,21,spanish,all,1
7795,38573,CHI,CHI,conv,2,spanish,all,1
7795,38573,MOT,ADULTS,conv,2,spanish,all,3
7795,38573,GMA,ADULTS,conv,2,spanish,all,3
7795,38573,UNC,ADULTS,conv,2,spanish,all,3
7795,5538,CHI,CHI,conv,5,spanish,all,1
7795,5538,MOT,ADULTS,conv,5,spanish,all,2
7795,5538,ADM,ADULTS,conv,5,spanish,all,2
7812,33868,CHI,CHI,conv,1,spanish,all,1
7812,33868,ADF,ADULTS,conv,1,spanish,all,1
7812,17247,CHI,CHI,conv,5,spanish,all,1
7812,17247,MOT,ADULTS,conv,5,spanish,all,2
7812,17247,ADF,ADULTS,conv,5,spanish,all,2
7812,16647,CHI,CHI,conv,6,spanish,all,1
7812,16647,MOT,ADULTS,conv,6,spanish,all,2
7812,16647,ADF,ADULTS,conv,6,spanish,all,2
7812,27868,CHI,CHI,conv,7,spanish,all,1
7812,27868,ADF,ADULTS,conv,7,spanish,all,1
7881,24195,CHI,CHI,conv,1,spanish,all,1
7881,24195,ADF,ADULTS,conv,1,spanish,all,1
7908,20493,CHI,CHI,conv,2,spanish,all,1
7908,20493,MOT,ADULTS,conv,2,spanish,all,1
7908,21993,CHI,CHI,conv,5,spanish,all,1
7908,21993,MOT,ADULTS,conv,5,spanish,all,1
7908,9993,MOT,ADULTS,conv,6,spanish,all,1
7908,21093,CHI,CHI,conv,7,spanish,all,1
7908,21093,MOT,ADULTS,conv,7,spanish,all,1
7908,17193,CHI,CHI,conv,8,spanish,all,1
7908,17193,MOT,ADULTS,conv,8,spanish,all,1
7912,20268,GMA,ADULTS,conv,10,spanish,all,1
7912,20268,CHI,CHI,conv,10,spanish,all,1
7912,20868,CHI,CHI,conv,6,spanish,all,1
7912,20868,GMA,ADULTS,conv,6,spanish,all,1
7915,17639,CHI,CHI,conv,4,spanish,all,1
7915,17639,MOT,ADULTS,conv,4,spanish,all,2
7915,17639,FAT,ADULTS,conv,4,spanish,all,2
7920,56992,CHI,CHI,conv,2,spanish,all,1
7920,56992,MOT,ADULTS,conv,2,spanish,all,2
7920,56992,FAT,ADULTS,conv,2,spanish,all,2
7920,17149,CHI,CHI,conv,3,spanish,all,1
7920,17149,MOT,ADULTS,conv,3,spanish,all,1
7920,48892,CHI,CHI,conv,4,spanish,all,1
7920,48892,MOT,ADULTS,conv,4,spanish,all,2
7920,48892,FAT,ADULTS,conv,4,spanish,all,2
7920,47392,CHI,CHI,conv,8,spanish,all,1
