id,rectime,speaker,Speaker2,activity,segment_num,language,speech,n_speakers
20114,9455,CHI,CHI,ac,13,english,all,1
20114,9455,GMA,ADULTS,ac,13,english,all,2
20114,9455,ADF,ADULTS,ac,13,english,all,2
20114,40955,CHI,CHI,ac,1,english,all,1
20114,40955,GMA,ADULTS,ac,1,english,all,1
20114,34355,CHI,CHI,ac,6,english,all,1
20114,34355,GFA,ADULTS,ac,6,english,all,1
20114,7055,CHI,CHI,ac,7,english,all,1
20114,7055,GMA,ADULTS,ac,7,english,all,2
20114,7055,ADF,ADULTS,ac,7,english,all,2
20114,7655,CHI,CHI,ac,8,english,all,1
20114,7655,GMA,ADULTS,ac,8,english,all,1
20117,6529,CHI,CHI,ac,12,english,all,1
20117,6529,MOT,ADULTS,ac,12,english,all,2
20117,6529,FAT,ADULTS,ac,12,english,all,2
20117,3,CHI,CHI,ac,18,english,all,1
20117,3,MOT,ADULTS,ac,18,english,all,1
20117,1729,CHI,CHI,ac,23,english,all,1
20117,1729,MOT,ADULTS,ac,23,english,all,1
20117,13729,CHI,CHI,ac,27,english,all,1
20117,13729,FAT,ADULTS,ac,27,english,all,1
20117,20329,CHI,CHI,ac,31,english,all,1
20117,20329,MOT,ADULTS,ac,31,english,all,2
20117,20329,FAT,ADULTS,ac,31,english,all,2
20117,4129,MOT,ADULTS,ac,34,english,all,2
20117,4129,FAT,ADULTS,ac,34,english,all,2
20121,1212,MOT,ADULTS,ac,1,english,all,1
20121,6612,CHI,CHI,ac,3,english,all,1
20121,6612,FAT,ADULTS,ac,3,english,all,1
20121,12,CHI,CHI,ac,4,english,all,1
20121,12,MOT,ADULTS,ac,4,english,all,1
20121,5112,CHI,CHI,ac,8,english,all,1
20121,5112,FAT,ADULTS,ac,8,english,all,1
20121,19120,CHI,CHI,ac,9,english,all,1
20121,19120,MOT,ADULTS,ac,9,english,all,1
20122,17957,CHI,CHI,ac,2,english,all,1
20122,17957,MOT,ADULTS,ac,2,english,all,1
20122,23657,CHI,CHI,ac,6,english,all,1
20122,23657,MOT,ADULTS,ac,6,english,all,2
20122,23657,ADM,ADULTS,ac,6,english,all,2
20122,27557,CHI,CHI,ac,7,english,all,1
20122,27557,MOT,ADULTS,ac,7,english,all,2
20122,27557,ADM,ADULTS,ac,7,english,all,2
20122,13457,CHI,CHI,ac,8,english,all,1
20122,13457,MOT,ADULTS,ac,8,english,all,2
20122,13457,ADF,ADULTS,ac,8,english,all,2
20122,14657,CHI,CHI,ac,9,english,all,1
20122,14657,MOT,ADULTS,ac,9,english,all,1
20127,6733,ADF,ADULTS,ac,11,english,all,1
20127,1154,ADF,ADULTS,ac,7,english,all,1
20128,4535,CHI,CHI,ac,3,english,all,1
20128,4535,MOT,ADULTS,ac,3,english,all,1
20128,36935,CHI,CHI,ac,4,english,all,1
20128,36935,MOT,ADULTS,ac,4,english,all,2
20128,36935,FAT,ADULTS,ac,4,english,all,2
20128,35,CHI,CHI,ac,6,english,all,1
20128,35,MOT,ADULTS,ac,6,english,all,1
20128,15335,CHI,CHI,ac,8,english,all,1
20128,15335,MOT,ADULTS,ac,8,english,all,1
20129,39304,CHI,CHI,ac,28,english,all,1
20129,39304,FAT,ADULTS,ac,28,english,all,1
20129,45304,CHI,CHI,ac,37,english,all,1
20129,45304,FAT,ADULTS,ac,37,english,all,1
20129,304,CHI,CHI,ac,38,english,all,1
20129,304,MOT,ADULTS,ac,38,english,all,1
20129,40204,CHI,CHI,ac,40,english,all,1
20129,40204,FAT,ADULTS,ac,40,english,all,1
20129,44704,CHI,CHI,ac,42,english,all,1
20129,44704,FAT,ADULTS,ac,42,english,all,1
20132,40053,CHI,CHI,ac,3,english,all,1
20132,40053,MOT,ADULTS,ac,3,english,all,2
20132,40053,ADM,ADULTS,ac,3,english,all,2
20132,39453,MOT,ADULTS,ac,5,english,all,1
20132,38853,CHI,CHI,ac,7,english,all,1
20132,38853,MOT,ADULTS,ac,7,english,all,2
20132,38853,ADM,ADULTS,ac,7,english,all,2
20132,37353,CHI,CHI,ac,8,english,all,1
20132,37353,MOT,ADULTS,ac,8,english,all,3
20132,37353,ADF,ADULTS,ac,8,english,all,3
20132,37353,ADM,ADULTS,ac,8,english,all,3
20136,35618,CHI,CHI,ac,11,english,all,1
20136,35618,MOT,ADULTS,ac,11,english,all,2
20136,35618,GMA,ADULTS,ac,11,english,all,2
20136,3287,CHI,CHI,ac,14,english,all,1
20136,3287,MOT,ADULTS,ac,14,english,all,1
20136,36818,CHI,CHI,ac,16,english,all,1
20136,36818,MOT,ADULTS,ac,16,english,all,2
20136,36818,GMA,ADULTS,ac,16,english,all,2
20136,27540,CHI,CHI,ac,4,english,all,1
20136,27540,MOT,ADULTS,ac,4,english,all,2
20136,27540,GMA,ADULTS,ac,4,english,all,2
20149,23373,CHI,CHI,ac,2,english,all,1
20149,23373,GMA,ADULTS,ac,2,english,all,2
20149,23373,ADF,ADULTS,ac,2,english,all,2
20149,24873,CHI,CHI,ac,3,english,all,1
20149,24873,MOT,ADULTS,ac,3,english,all,2
20149,24873,ADF,ADULTS,ac,3,english,all,2
20157,5429,CHI,CHI,ac,15,english,all,1
20157,5429,MOT,ADULTS,ac,15,english,all,2
20157,5429,GMA,ADULTS,ac,15,english,all,2
20157,1482,CHI,CHI,ac,20,english,all,1
20157,1482,MOT,ADULTS,ac,20,english,all,3
20157,1482,ADF,ADULTS,ac,20,english,all,3
20157,1482,ADM,ADULTS,ac,20,english,all,3
20157,5,CHI,CHI,ac,27,english,all,1
20157,5,MOT,ADULTS,ac,27,english,all,1
20157,582,CHI,CHI,ac,33,english,all,1
20157,582,MOT,ADULTS,ac,33,english,all,1
20157,8129,CHI,CHI,ac,37,english,all,1
20157,8129,FAT,ADULTS,ac,37,english,all,2
20157,8129,GMA,ADULTS,ac,37,english,all,2
20157,27672,CHI,CHI,ac,38,english,all,1
20157,27672,MOT,ADULTS,ac,38,english,all,2
20157,27672,FAT,ADULTS,ac,38,english,all,2
20161,4129,MOT,ADULTS,ac,5,english,all,1
20161,1129,MOT,ADULTS,ac,6,english,all,2
20161,1129,FAT,ADULTS,ac,6,english,all,2
20161,10429,CHI,CHI,ac,7,english,all,1
20161,10429,MOT,ADULTS,ac,7,english,all,2
20161,10429,ADF,ADULTS,ac,7,english,all,2
20166,9731,MOT,ADULTS,ac,11,english,all,1
20166,10631,CHI,CHI,ac,13,english,all,1
20166,10631,MOT,ADULTS,ac,13,english,all,2
20166,10631,GFA,ADULTS,ac,13,english,all,2
20166,11831,CHI,CHI,ac,3,english,all,1
20166,11831,MOT,ADULTS,ac,3,english,all,2
20166,11831,GFA,ADULTS,ac,3,english,all,2
20166,13931,MOT,ADULTS,ac,7,english,all,2
20166,13931,GFA,ADULTS,ac,7,english,all,2
20166,2231,CHI,CHI,ac,9,english,all,1
20166,2231,MOT,ADULTS,ac,9,english,all,1
20167,11610,CHI,CHI,ac,12,english,all,1
20167,11610,FAT,ADULTS,ac,12,english,all,1
20167,18593,CHI,CHI,ac,19,english,all,1
20167,18593,FAT,ADULTS,ac,19,english,all,1
20167,21893,CHI,CHI,ac,20,english,all,1
20167,21893,FAT,ADULTS,ac,20,english,all,2
20167,21893,ADF,ADULTS,ac,20,english,all,2
20167,5558,MOT,ADULTS,ac,8,english,all,1
20169,4810,CHI,CHI,ac,10,english,all,1
20169,4810,MOT,ADULTS,ac,10,english,all,1
20169,14696,CHI,CHI,ac,3,english,all,1
20169,14696,MOT,ADULTS,ac,3,english,all,1
20169,310,CHI,CHI,ac,5,english,all,1
20169,310,MOT,ADULTS,ac,5,english,all,1
20169,13210,CHI,CHI,ac,8,english,all,1
20169,13210,MOT,ADULTS,ac,8,english,all,1
20169,4210,CHI,CHI,ac,9,english,all,1
20169,4210,MOT,ADULTS,ac,9,english,all,1
20176,9027,CHI,CHI,ac,18,english,all,1
20176,9027,GMA,ADULTS,ac,18,english,all,1
20176,13227,CHI,CHI,ac,26,english,all,1
20176,13227,MOT,ADULTS,ac,26,english,all,1
20176,33027,CHI,CHI,ac,29,english,all,1
20176,33027,FAT,ADULTS,ac,29,english,all,1
20176,22227,CHI,CHI,ac,30,english,all,1
20176,22227,MOT,ADULTS,ac,30,english,all,2
20176,22227,GMA,ADULTS,ac,30,english,all,2
20176,11127,CHI,CHI,ac,31,english,all,1
20176,11127,MOT,ADULTS,ac,31,english,all,1
20176,15627,CHI,CHI,ac,33,english,all,1
20176,15627,MOT,ADULTS,ac,33,english,all,1
20177,6674,CHI,CHI,ac,3,english,all,1
20177,6674,MOT,ADULTS,ac,3,english,all,1
20177,25137,CHI,CHI,ac,4,english,all,1
20177,25137,MOT,ADULTS,ac,4,english,all,1
20177,29337,CHI,CHI,ac,6,english,all,1
20177,29337,MOT,ADULTS,ac,6,english,all,2
20177,29337,FAT,ADULTS,ac,6,english,all,2
20177,4874,CHI,CHI,ac,7,english,all,1
20177,4874,MOT,ADULTS,ac,7,english,all,1
20190,15561,CHI,CHI,ac,1,english,all,1
20190,15561,MOT,ADULTS,ac,1,english,all,1
20190,12861,CHI,CHI,ac,2,english,all,1
20190,12861,MOT,ADULTS,ac,2,english,all,1
20190,14061,CHI,CHI,ac,3,english,all,1
20190,14061,MOT,ADULTS,ac,3,english,all,1
20190,5162,CHI,CHI,ac,4,english,all,1
20190,5162,MOT,ADULTS,ac,4,english,all,1
20190,23520,CHI,CHI,ac,6,english,all,1
20190,23520,MOT,ADULTS,ac,6,english,all,2
20190,23520,FAT,ADULTS,ac,6,english,all,2
20191,13376,CHI,CHI,ac,1,english,all,1
20191,13376,MOT,ADULTS,ac,1,english,all,1
20191,14276,MOT,ADULTS,ac,4,english,all,1
20191,10676,CHI,CHI,ac,5,english,all,1
20191,10676,MOT,ADULTS,ac,5,english,all,1
20191,11576,CHI,CHI,ac,7,english,all,1
20191,11576,MOT,ADULTS,ac,7,english,all,1
20191,26376,MOT,ADULTS,ac,8,english,all,1
20192,30438,CHI,CHI,ac,23,english,all,1
20192,30438,MOT,ADULTS,ac,23,english,all,2
20192,30438,ADF,ADULTS,ac,23,english,all,2
20192,682,CHI,CHI,ac,24,english,all,1
20192,682,FAT,ADULTS,ac,24,english,all,1
20192,8634,MOT,ADULTS,ac,26,english,all,1
20200,9059,CHI,CHI,ac,3,english,all,1
20200,9059,MOT,ADULTS,ac,3,english,all,1
20200,10259,CHI,CHI,ac,5,english,all,1
20200,10259,MOT,ADULTS,ac,5,english,all,2
20200,10259,FAT,ADULTS,ac,5,english,all,2
20203,36050,CHI,CHI,ac,10,english,all,1
20203,36050,MOT,ADULTS,ac,10,english,all,1
20203,6950,MOT,ADULTS,ac,2,english,all,1
20203,18950,CHI,CHI,ac,3,english,all,1
20203,18950,MOT,ADULTS,ac,3,english,all,2
20203,18950,ADF,ADULTS,ac,3,english,all,2
20203,46250,CHI,CHI,ac,7,english,all,1
20203,46250,MOT,ADULTS,ac,7,english,all,2
20203,46250,ADM,ADULTS,ac,7,english,all,2
20203,38750,CHI,CHI,ac,8,english,all,1
20203,38750,MOT,ADULTS,ac,8,english,all,2
20203,38750,FAT,ADULTS,ac,8,english,all,2
20203,17150,CHI,CHI,ac,9,english,all,1
20203,17150,MOT,ADULTS,ac,9,english,all,1
20204,13996,CHI,CHI,ac,11,english,all,1
20204,13996,MOT,ADULTS,ac,11,english,all,2
20204,13996,FAT,ADULTS,ac,11,english,all,2
20204,12796,CHI,CHI,ac,13,english,all,1
20204,12796,MOT,ADULTS,ac,13,english,all,2
20204,12796,FAT,ADULTS,ac,13,english,all,2
20204,16783,CHI,CHI,ac,17,english,all,1
20204,16783,MOT,ADULTS,ac,17,english,all,1
20204,13396,CHI,CHI,ac,18,english,all,1
20204,13396,MOT,ADULTS,ac,18,english,all,1
20204,10696,CHI,CHI,ac,7,english,all,1
20204,10696,MOT,ADULTS,ac,7,english,all,1
20224,7441,CHI,CHI,ac,3,english,all,1
20224,7441,MOT,ADULTS,ac,3,english,all,2
20224,7441,FAT,ADULTS,ac,3,english,all,2
20224,3841,CHI,CHI,ac,4,english,all,1
20224,3841,FAT,ADULTS,ac,4,english,all,1
20224,40141,CHI,CHI,ac,7,english,all,1
20224,40141,MOT,ADULTS,ac,7,english,all,2
20224,40141,FAT,ADULTS,ac,7,english,all,2
20225,1741,CHI,CHI,ac,10,english,all,1
20225,1741,MOT,ADULTS,ac,10,english,all,3
20225,1741,ADM,ADULTS,ac,10,english,all,3
20225,1741,ADF,ADULTS,ac,10,english,all,3
20225,5341,CHI,CHI,ac,11,english,all,1
20225,5341,MOT,ADULTS,ac,11,english,all,2
20225,5341,ADM,ADULTS,ac,11,english,all,2
20225,15241,CHI,CHI,ac,1,english,all,1
20225,15241,MOT,ADULTS,ac,1,english,all,2
20225,15241,ADM,ADULTS,ac,1,english,all,2
20225,32341,CHI,CHI,ac,2,english,all,1
20225,32341,MOT,ADULTS,ac,2,english,all,1
20225,6841,CHI,CHI,ac,3,english,all,1
20225,6841,MOT,ADULTS,ac,3,english,all,4
20225,6841,FAT,ADULTS,ac,3,english,all,4
20225,6841,ADM,ADULTS,ac,3,english,all,4
20225,6841,ADF,ADULTS,ac,3,english,all,4
20225,29941,CHI,CHI,ac,9,english,all,1
20225,29941,MOT,ADULTS,ac,9,english,all,1
20227,1515,CHI,CHI,ac,10,english,all,1
20227,1515,MOT,ADULTS,ac,10,english,all,1
20227,16460,FAT,ADULTS,ac,11,english,all,1
20227,8725,MOT,ADULTS,ac,7,english,all,1
20227,17060,CHI,CHI,ac,8,english,all,1
20227,17060,MOT,ADULTS,ac,8,english,all,2
20227,17060,FAT,ADULTS,ac,8,english,all,2
20227,10711,CHI,CHI,ac,9,english,all,1
20227,10711,MOT,ADULTS,ac,9,english,all,2
20227,10711,FAT,ADULTS,ac,9,english,all,2
20233,33302,CHI,CHI,ac,15,english,all,1
20233,33302,MOT,ADULTS,ac,15,english,all,2
20233,33302,GFA,ADULTS,ac,15,english,all,2
20233,27902,CHI,CHI,ac,16,english,all,1
20233,27902,MOT,ADULTS,ac,16,english,all,2
20233,27902,GFA,ADULTS,ac,16,english,all,2
20233,36602,CHI,CHI,ac,17,english,all,1
20233,36602,MOT,ADULTS,ac,17,english,all,3
20233,36602,GMA,ADULTS,ac,17,english,all,3
20233,36602,GFA,ADULTS,ac,17,english,all,3
20233,32702,CHI,CHI,ac,22,english,all,1
20233,32702,MOT,ADULTS,ac,22,english,all,2
20233,32702,GFA,ADULTS,ac,22,english,all,2
20233,40202,CHI,CHI,ac,8,english,all,1
20233,40202,GMA,ADULTS,ac,8,english,all,2
20233,40202,GFA,ADULTS,ac,8,english,all,2
20236,27928,MOT,ADULTS,ac,2,english,all,1
20236,29428,CHI,CHI,ac,7,english,all,1
20236,29428,MOT,ADULTS,ac,7,english,all,1
20242,12065,MOT,ADULTS,ac,5,english,all,1
20242,9365,CHI,CHI,ac,6,english,all,1
20242,9365,MOT,ADULTS,ac,6,english,all,1
20242,16265,CHI,CHI,ac,8,english,all,1
20242,16265,MOT,ADULTS,ac,8,english,all,1
20251,7065,CHI,CHI,ac,7,english,all,1
20251,7065,GMA,ADULTS,ac,7,english,all,1
20251,34620,CHI,CHI,ac,9,english,all,1
20251,34620,MOT,ADULTS,ac,9,english,all,1
20001,15242,CHI,CHI,gemods,2,english,all,1
20001,15242,FAT,ADULTS,gemods,2,english,all,1
20001,14342,CHI,CHI,gemods,3,english,all,1
20001,14342,MOT,ADULTS,gemods,3,english,all,2
20001,14342,FAT,ADULTS,gemods,3,english,all,2
20001,21242,CHI,CHI,gemods,4,english,all,1
20001,21242,MOT,ADULTS,gemods,4,english,all,3
20001,21242,FAT,ADULTS,gemods,4,english,all,3
20001,21242,ADF,ADULTS,gemods,4,english,all,3
20001,5,CHI,CHI,gemods,5,english,all,1
20001,5,MOT,ADULTS,gemods,5,english,all,2
20001,5,ADF,ADULTS,gemods,5,english,all,2
20001,15842,CHI,CHI,gemods,7,english,all,1
20001,15842,MOT,ADULTS,gemods,7,english,all,4
20001,15842,FAT,ADULTS,gemods,7,english,all,4
20001,15842,GMA,ADULTS,gemods,7,english,all,4
20001,15842,GFA,ADULTS,gemods,7,english,all,4
20001,8942,CHI,CHI,gemods,8,english,all,1
20001,8942,MOT,ADULTS,gemods,8,english,all,3
20001,8942,GMA,ADULTS,gemods,8,english,all,3
20001,8942,GFA,ADULTS,gemods,8,english,all,3
20003,1723,CHI,CHI,gemods,11,english,all,1
20003,11923,CHI,CHI,gemods,12,english,all,1
20003,11923,MOT,ADULTS,gemods,12,english,all,3
20003,11923,ADF,ADULTS,gemods,12,english,all,3
20003,11923,ADM,ADULTS,gemods,12,english,all,3
20003,29734,CHI,CHI,gemods,14,english,all,1
20003,29734,MOT,ADULTS,gemods,14,english,all,2
20003,29734,FAT,ADULTS,gemods,14,english,all,2
20003,31360,CHI,CHI,gemods,15,english,all,1
20003,823,CHI,CHI,gemods,16,english,all,1
20003,823,MOT,ADULTS,gemods,16,english,all,1
20004,12055,CHI,CHI,gemods,10,english,all,1
20004,12055,MOT,ADULTS,gemods,10,english,all,3
20004,12055,FAT,ADULTS,gemods,10,english,all,3
20004,12055,ADF,ADULTS,gemods,10,english,all,3
20004,5769,CHI,CHI,gemods,11,english,all,1
20004,5769,MOT,ADULTS,gemods,11,english,all,2
20004,5769,ADF,ADULTS,gemods,11,english,all,2
20004,5169,CHI,CHI,gemods,13,english,all,1
20004,5169,MOT,ADULTS,gemods,13,english,all,2
20004,5169,ADF,ADULTS,gemods,13,english,all,2
20004,8169,CHI,CHI,gemods,4,english,all,1
20004,8169,ADF,ADULTS,gemods,4,english,all,1
20004,12655,CHI,CHI,gemods,7,english,all,1
20004,12655,ADM,ADULTS,gemods,7,english,all,2
20004,12655,ADF,ADULTS,gemods,7,english,all,2
20004,6969,CHI,CHI,gemods,9,english,all,1
20004,6969,ADF,ADULTS,gemods,9,english,all,1
20007,8978,CHI,CHI,gemods,13,english,all,1
20007,8978,MOT,ADULTS,gemods,13,english,all,2
20007,8978,ADF,ADULTS,gemods,13,english,all,2
20007,7905,CHI,CHI,gemods,14,english,all,1
20007,7905,MOT,ADULTS,gemods,14,english,all,3
20007,7905,FAT,ADULTS,gemods,14,english,all,3
20007,7905,ADM,ADULTS,gemods,14,english,all,3
20007,15191,CHI,CHI,gemods,15,english,all,1
20007,15191,MOT,ADULTS,gemods,15,english,all,4
20007,15191,FAT,ADULTS,gemods,15,english,all,4
20007,15191,ADM,ADULTS,gemods,15,english,all,4
20007,15191,ADF,ADULTS,gemods,15,english,all,4
20007,6705,CHI,CHI,gemods,17,english,all,1
20007,6705,MOT,ADULTS,gemods,17,english,all,3
20007,6705,FAT,ADULTS,gemods,17,english,all,3
20007,6705,ADM,ADULTS,gemods,17,english,all,3
20007,17891,CHI,CHI,gemods,20,english,all,1
20007,17891,MOT,ADULTS,gemods,20,english,all,4
20007,17891,FAT,ADULTS,gemods,20,english,all,4
20007,17891,ADM,ADULTS,gemods,20,english,all,4
20007,17891,ADF,ADULTS,gemods,20,english,all,4
20007,13563,CHI,CHI,gemods,22,english,all,1
20007,13563,MOT,ADULTS,gemods,22,english,all,4
20007,13563,FAT,ADULTS,gemods,22,english,all,4
20007,13563,ADM,ADULTS,gemods,22,english,all,4
20007,13563,ADF,ADULTS,gemods,22,english,all,4
20034,1056,CHI,CHI,gemods,10,english,all,1
20034,1056,MOT,ADULTS,gemods,10,english,all,2
20034,1056,FAT,ADULTS,gemods,10,english,all,2
20034,21499,CHI,CHI,gemods,2,english,all,1
20034,21499,MOT,ADULTS,gemods,2,english,all,1
20034,19399,CHI,CHI,gemods,3,english,all,1
20034,19399,MOT,ADULTS,gemods,3,english,all,1
20034,18199,CHI,CHI,gemods,4,english,all,1
20034,18199,MOT,ADULTS,gemods,4,english,all,2
20034,18199,FAT,ADULTS,gemods,4,english,all,2
20034,16999,CHI,CHI,gemods,6,english,all,1
20034,16999,MOT,ADULTS,gemods,6,english,all,2
20034,16999,FAT,ADULTS,gemods,6,english,all,2
20034,10456,CHI,CHI,gemods,7,english,all,1
20034,10456,FAT,ADULTS,gemods,7,english,all,1
20041,19599,CHI,CHI,gemods,14,english,all,1
20041,19599,MOT,ADULTS,gemods,14,english,all,1
20041,39491,CHI,CHI,gemods,17,english,all,1
20041,39491,MOT,ADULTS,gemods,17,english,all,1
20041,27399,CHI,CHI,gemods,20,english,all,1
20041,27399,MOT,ADULTS,gemods,20,english,all,2
20041,27399,FAT,ADULTS,gemods,20,english,all,2
20041,2190,CHI,CHI,gemods,21,english,all,1
20041,2190,MOT,ADULTS,gemods,21,english,all,1
20041,90,CHI,CHI,gemods,4,english,all,1
20041,90,MOT,ADULTS,gemods,4,english,all,1
20041,690,CHI,CHI,gemods,5,english,all,1
20041,690,MOT,ADULTS,gemods,5,english,all,1
20048,17,CHI,CHI,gemods,11,english,all,1
20048,3648,CHI,CHI,gemods,12,english,all,1
20048,24910,CHI,CHI,gemods,13,english,all,1
20048,24910,MOT,ADULTS,gemods,13,english,all,2
20048,24910,FAT,ADULTS,gemods,13,english,all,2
20048,12618,CHI,CHI,gemods,2,english,all,1
20048,12618,MOT,ADULTS,gemods,2,english,all,2
20048,12618,ADF,ADULTS,gemods,2,english,all,2
20048,18668,CHI,CHI,gemods,3,english,all,1
20048,18668,MOT,ADULTS,gemods,3,english,all,2
20048,18668,FAT,ADULTS,gemods,3,english,all,2
20048,948,CHI,CHI,gemods,5,english,all,1
20048,948,MOT,ADULTS,gemods,5,english,all,2
20048,948,FAT,ADULTS,gemods,5,english,all,2
20050,4720,CHI,CHI,gemods,1,english,all,1
20050,30220,CHI,CHI,gemods,2,english,all,1
20050,30220,MOT,ADULTS,gemods,2,english,all,2
20050,30220,FAT,ADULTS,gemods,2,english,all,2
20050,31120,CHI,CHI,gemods,3,english,all,1
20050,31120,MOT,ADULTS,gemods,3,english,all,2
20050,31120,FAT,ADULTS,gemods,3,english,all,2
20050,5620,CHI,CHI,gemods,4,english,all,1
20050,5620,MOT,ADULTS,gemods,4,english,all,1
20050,46720,CHI,CHI,gemods,6,english,all,1
20050,46720,MOT,ADULTS,gemods,6,english,all,2
20050,46720,GMA,ADULTS,gemods,6,english,all,2
20050,37720,CHI,CHI,gemods,7,english,all,1
20056,42773,CHI,CHI,gemods,5,english,all,1
20056,42773,MOT,ADULTS,gemods,5,english,all,2
20056,42773,GFA,ADULTS,gemods,5,english,all,2
20056,51473,CHI,CHI,gemods,7,english,all,1
20056,51473,MOT,ADULTS,gemods,7,english,all,3
20056,51473,GMA,ADULTS,gemods,7,english,all,3
20056,51473,ADF,ADULTS,gemods,7,english,all,3
20056,47273,CHI,CHI,gemods,9,english,all,1
20056,47273,MOT,ADULTS,gemods,9,english,all,3
20056,47273,GMA,ADULTS,gemods,9,english,all,3
20056,47273,GFA,ADULTS,gemods,9,english,all,3
20071,8208,CHI,CHI,gemods,11,english,all,1
20071,108,CHI,CHI,gemods,13,english,all,1
20071,108,MOT,ADULTS,gemods,13,english,all,3
20071,108,FAT,ADULTS,gemods,13,english,all,3
20071,108,ADM,ADULTS,gemods,13,english,all,3
20071,28008,CHI,CHI,gemods,15,english,all,1
20071,28008,MOT,ADULTS,gemods,15,english,all,3
20071,28008,ADF,ADULTS,gemods,15,english,all,3
20071,28008,ADM,ADULTS,gemods,15,english,all,3
20071,8808,CHI,CHI,gemods,1,english,all,1
20071,8808,MOT,ADULTS,gemods,1,english,all,1
20071,56937,CHI,CHI,gemods,2,english,all,1
20071,56937,MOT,ADULTS,gemods,2,english,all,2
20071,56937,FAT,ADULTS,gemods,2,english,all,2
20071,5808,CHI,CHI,gemods,9,english,all,1
20071,5808,MOT,ADULTS,gemods,9,english,all,1
20073,2019,CHI,CHI,gemods,1,english,all,1
20073,2019,FAT,ADULTS,gemods,1,english,all,3
20073,2019,GMA,ADULTS,gemods,1,english,all,3
20073,2019,GFA,ADULTS,gemods,1,english,all,3
20073,6218,CHI,CHI,gemods,2,english,all,1
20073,6218,MOT,ADULTS,gemods,2,english,all,3
20073,6218,GFA,ADULTS,gemods,2,english,all,3
20073,6218,GMA,ADULTS,gemods,2,english,all,3
20073,1119,CHI,CHI,gemods,3,english,all,1
20073,1119,FAT,ADULTS,gemods,3,english,all,3
20073,1119,GFA,ADULTS,gemods,3,english,all,3
20073,1119,GMA,ADULTS,gemods,3,english,all,3
20073,13818,GMA,ADULTS,gemods,4,english,all,4
20073,13818,CHI,CHI,gemods,4,english,all,1
20073,13818,MOT,ADULTS,gemods,4,english,all,4
20073,13818,ADF,ADULTS,gemods,4,english,all,4
20073,13818,ADM,ADULTS,gemods,4,english,all,4
20073,28999,CHI,CHI,gemods,5,english,all,1
20073,28999,MOT,ADULTS,gemods,5,english,all,2
20073,28999,FAT,ADULTS,gemods,5,english,all,2
20073,4118,CHI,CHI,gemods,6,english,all,1
20073,4118,MOT,ADULTS,gemods,6,english,all,4
20073,4118,FAT,ADULTS,gemods,6,english,all,4
20073,4118,GMA,ADULTS,gemods,6,english,all,4
20073,4118,GFA,ADULTS,gemods,6,english,all,4
20086,36922,CHI,CHI,gemods,10,english,all,1
20086,36922,MOT,ADULTS,gemods,10,english,all,4
20086,36922,FAT,ADULTS,gemods,10,english,all,4
20086,36922,GMA,ADULTS,gemods,10,english,all,4
20086,36922,GFA,ADULTS,gemods,10,english,all,4
20086,32122,CHI,CHI,gemods,12,english,all,1
20086,32122,MOT,ADULTS,gemods,12,english,all,3
20086,32122,GMA,ADULTS,gemods,12,english,all,3
20086,32122,GFA,ADULTS,gemods,12,english,all,3
20086,35722,CHI,CHI,gemods,13,english,all,1
20086,35722,MOT,ADULTS,gemods,13,english,all,4
20086,35722,FAT,ADULTS,gemods,13,english,all,4
20086,35722,GMA,ADULTS,gemods,13,english,all,4
20086,35722,GFA,ADULTS,gemods,13,english,all,4
20086,33622,CHI,CHI,gemods,2,english,all,1
20086,33622,MOT,ADULTS,gemods,2,english,all,2
20086,33622,GFA,ADULTS,gemods,2,english,all,2
20086,34222,CHI,CHI,gemods,4,english,all,1
20086,34222,MOT,ADULTS,gemods,4,english,all,4
20086,34222,FAT,ADULTS,gemods,4,english,all,4
20086,34222,GMA,ADULTS,gemods,4,english,all,4
20086,34222,GFA,ADULTS,gemods,4,english,all,4
20086,36322,CHI,CHI,gemods,6,english,all,1
20086,36322,MOT,ADULTS,gemods,6,english,all,4
20086,36322,FAT,ADULTS,gemods,6,english,all,4
20086,36322,GMA,ADULTS,gemods,6,english,all,4
20086,36322,GFA,ADULTS,gemods,6,english,all,4
20108,14696,CHI,CHI,gemods,10,english,all,1
20108,14696,MOT,ADULTS,gemods,10,english,all,2
20108,14696,FAT,ADULTS,gemods,10,english,all,2
20108,25796,CHI,CHI,gemods,12,english,all,1
20108,25796,MOT,ADULTS,gemods,12,english,all,2
20108,25796,FAT,ADULTS,gemods,12,english,all,2
20108,22496,CHI,CHI,gemods,13,english,all,1
20108,22496,MOT,ADULTS,gemods,13,english,all,2
20108,22496,FAT,ADULTS,gemods,13,english,all,2
20108,27296,CHI,CHI,gemods,1,english,all,1
20108,27296,MOT,ADULTS,gemods,1,english,all,2
20108,27296,FAT,ADULTS,gemods,1,english,all,2
20108,14096,CHI,CHI,gemods,2,english,all,1
20108,14096,MOT,ADULTS,gemods,2,english,all,2
20108,14096,FAT,ADULTS,gemods,2,english,all,2
20108,7796,CHI,CHI,gemods,5,english,all,1
20108,7796,MOT,ADULTS,gemods,5,english,all,2
20108,7796,FAT,ADULTS,gemods,5,english,all,2
20112,17703,CHI,CHI,gemods,1,english,all,1
20112,17103,CHI,CHI,gemods,2,english,all,1
20112,4203,CHI,CHI,gemods,3,english,all,1
20112,4203,MOT,ADULTS,gemods,3,english,all,1
